iso3,decile,population,income,region
PER,80,834480.0,Emerging Market Economies,Latin America and the Caribbean
PER,90,1416385.0,Emerging Market Economies,Latin America and the Caribbean
PER,100,1069823.0,Emerging Market Economies,Latin America and the Caribbean
PHL,10,39159602.0,Emerging Market Economies,Emerging and Developing Asia
PHL,20,13959430.0,Emerging Market Economies,Emerging and Developing Asia
PHL,30,10942257.0,Emerging Market Economies,Emerging and Developing Asia
PHL,40,7971031.0,Emerging Market Economies,Emerging and Developing Asia
PHL,50,6642935.0,Emerging Market Economies,Emerging and Developing Asia
PHL,60,6393435.0,Emerging Market Economies,Emerging and Developing Asia
PHL,70,6086602.0,Emerging Market Economies,Emerging and Developing Asia
PHL,80,6036196.0,Emerging Market Economies,Emerging and Developing Asia
PHL,90,4874726.0,Emerging Market Economies,Emerging and Developing Asia
PHL,100,2478755.0,Emerging Market Economies,Emerging and Developing Asia
POL,10,10067201.0,Emerging Market Economies,Emerging and Developing Europe
POL,20,3697788.0,Emerging Market Economies,Emerging and Developing Europe
POL,30,4923713.0,Emerging Market Economies,Emerging and Developing Europe
POL,40,4148315.0,Emerging Market Economies,Emerging and Developing Europe
POL,50,3556646.0,Emerging Market Economies,Emerging and Developing Europe
POL,60,3252422.0,Emerging Market Economies,Emerging and Developing Europe
POL,70,2916948.0,Emerging Market Economies,Emerging and Developing Europe
POL,80,2464578.0,Emerging Market Economies,Emerging and Developing Europe
POL,90,2276412.0,Emerging Market Economies,Emerging and Developing Europe
POL,100,1891882.0,Emerging Market Economies,Emerging and Developing Europe
PRT,10,4586925.0,Advanced Economies,Advanced Economies
PRT,20,1905177.0,Advanced Economies,Advanced Economies
PRT,30,1203040.0,Advanced Economies,Advanced Economies
PRT,40,814765.0,Advanced Economies,Advanced Economies
PRT,50,534344.0,Advanced Economies,Advanced Economies
PRT,60,486457.0,Advanced Economies,Advanced Economies
PRT,70,391571.0,Advanced Economies,Advanced Economies
PRT,80,275697.0,Advanced Economies,Advanced Economies
PRT,90,261983.0,Advanced Economies,Advanced Economies
PRT,100,164873.0,Advanced Economies,Advanced Economies
PRI,10,1080606.0,Advanced Economies,Advanced Economies
PRI,20,453308.0,Advanced Economies,Advanced Economies
PRI,30,422012.0,Advanced Economies,Advanced Economies
PRI,40,272647.0,Advanced Economies,Advanced Economies
PRI,50,295181.0,Advanced Economies,Advanced Economies
PRI,60,275248.0,Advanced Economies,Advanced Economies
PRI,70,301611.0,Advanced Economies,Advanced Economies
PRI,80,256072.0,Advanced Economies,Advanced Economies
PRI,90,170303.0,Advanced Economies,Advanced Economies
PRI,100,110250.0,Advanced Economies,Advanced Economies
QAT,10,3031343.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,20,213058.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,30,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,40,827197.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,60,112857.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,70,1885430.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,80,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,90,602510.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,100,31418.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
REU,10,252293.0,,
REU,20,145408.0,,
REU,30,42842.0,,
REU,40,242044.0,,
REU,50,29651.0,,
REU,60,79207.0,,
REU,70,88069.0,,
REU,80,23861.0,,
REU,90,14268.0,,
REU,100,20500.0,,
ROU,10,24642325.0,Emerging Market Economies,Emerging and Developing Europe
ROU,20,1854213.0,Emerging Market Economies,Emerging and Developing Europe
ROU,30,1352629.0,Emerging Market Economies,Emerging and Developing Europe
ROU,40,1298283.0,Emerging Market Economies,Emerging and Developing Europe
ROU,50,979959.0,Emerging Market Economies,Emerging and Developing Europe
ROU,60,920740.0,Emerging Market Economies,Emerging and Developing Europe
ROU,70,886312.0,Emerging Market Economies,Emerging and Developing Europe
ROU,80,756455.0,Emerging Market Economies,Emerging and Developing Europe
ROU,90,691942.0,Emerging Market Economies,Emerging and Developing Europe
ROU,100,510443.0,Emerging Market Economies,Emerging and Developing Europe
RUS,10,43949353.0,Emerging Market Economies,Emerging and Developing Europe
RUS,20,28483619.0,Emerging Market Economies,Emerging and Developing Europe
RUS,30,21632187.0,Emerging Market Economies,Emerging and Developing Europe
RUS,40,11678315.0,Emerging Market Economies,Emerging and Developing Europe
RUS,50,8996398.0,Emerging Market Economies,Emerging and Developing Europe
RUS,60,6256675.0,Emerging Market Economies,Emerging and Developing Europe
RUS,70,5543979.0,Emerging Market Economies,Emerging and Developing Europe
RUS,80,5550855.0,Emerging Market Economies,Emerging and Developing Europe
RUS,90,4934217.0,Emerging Market Economies,Emerging and Developing Europe
RUS,100,3423694.0,Emerging Market Economies,Emerging and Developing Europe
RWA,10,1681525.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,20,1381840.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,30,1267744.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,40,1127232.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,50,1165361.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,60,1161011.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,70,1636077.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,80,1491102.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,90,1317869.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,100,1280023.0,Low Income Developing Countries,Sub-Sahara Africa
WSM,10,66172.0,Emerging Market Economies,Emerging and Developing Asia
WSM,20,33755.0,Emerging Market Economies,Emerging and Developing Asia
WSM,30,16897.0,Emerging Market Economies,Emerging and Developing Asia
WSM,40,10761.0,Emerging Market Economies,Emerging and Developing Asia
WSM,50,11544.0,Emerging Market Economies,Emerging and Developing Asia
WSM,60,13700.0,Emerging Market Economies,Emerging and Developing Asia
WSM,70,7831.0,Emerging Market Economies,Emerging and Developing Asia
WSM,80,10085.0,Emerging Market Economies,Emerging and Developing Asia
WSM,90,10440.0,Emerging Market Economies,Emerging and Developing Asia
WSM,100,10636.0,Emerging Market Economies,Emerging and Developing Asia
SMR,10,11899.0,Advanced Economies,Advanced Economies
SMR,20,7208.0,Advanced Economies,Advanced Economies
SMR,30,3348.0,Advanced Economies,Advanced Economies
SMR,40,2406.0,Advanced Economies,Advanced Economies
SMR,50,0.0,Advanced Economies,Advanced Economies
SMR,60,3158.0,Advanced Economies,Advanced Economies
SMR,70,2773.0,Advanced Economies,Advanced Economies
SMR,80,1152.0,Advanced Economies,Advanced Economies
SMR,90,1576.0,Advanced Economies,Advanced Economies
SMR,100,935.0,Advanced Economies,Advanced Economies
SAU,10,11111577.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,20,495947.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,30,1650793.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,40,2275141.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,50,9768954.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,60,8123399.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,70,786376.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,80,641015.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,90,801960.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,100,1262449.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SEN,10,4443048.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,20,2857732.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,30,1977716.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,40,1063814.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,50,813449.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,60,1333329.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,70,1153157.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,80,1225212.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,90,993531.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,100,393305.0,Low Income Developing Countries,Sub-Sahara Africa
SRB,10,2429958.0,Emerging Market Economies,Emerging and Developing Europe
SRB,20,1213306.0,Emerging Market Economies,Emerging and Developing Europe
SRB,30,1001067.0,Emerging Market Economies,Emerging and Developing Europe
SRB,40,527798.0,Emerging Market Economies,Emerging and Developing Europe
SRB,50,461153.0,Emerging Market Economies,Emerging and Developing Europe
SRB,60,381683.0,Emerging Market Economies,Emerging and Developing Europe
SRB,70,345373.0,Emerging Market Economies,Emerging and Developing Europe
SRB,80,217368.0,Emerging Market Economies,Emerging and Developing Europe
SRB,90,260685.0,Emerging Market Economies,Emerging and Developing Europe
SRB,100,144748.0,Emerging Market Economies,Emerging and Developing Europe
SYC,10,11980.0,Emerging Market Economies,Sub-Sahara Africa
SYC,20,5488.0,Emerging Market Economies,Sub-Sahara Africa
SYC,30,13873.0,Emerging Market Economies,Sub-Sahara Africa
SYC,40,9541.0,Emerging Market Economies,Sub-Sahara Africa
SYC,50,10100.0,Emerging Market Economies,Sub-Sahara Africa
SYC,60,5670.0,Emerging Market Economies,Sub-Sahara Africa
SYC,70,10518.0,Emerging Market Economies,Sub-Sahara Africa
SYC,80,7642.0,Emerging Market Economies,Sub-Sahara Africa
SYC,90,12131.0,Emerging Market Economies,Sub-Sahara Africa
SYC,100,3458.0,Emerging Market Economies,Sub-Sahara Africa
SLE,10,1404292.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,20,733526.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,30,512447.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,40,1058353.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,50,397531.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,60,582856.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,70,972844.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,80,296193.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,90,173634.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,100,632554.0,Low Income Developing Countries,Sub-Sahara Africa
SGP,10,1066216.0,Advanced Economies,Advanced Economies
SGP,20,0.0,Advanced Economies,Advanced Economies
SGP,30,910042.0,Advanced Economies,Advanced Economies
SGP,40,0.0,Advanced Economies,Advanced Economies
SGP,50,0.0,Advanced Economies,Advanced Economies
SGP,60,719475.0,Advanced Economies,Advanced Economies
SGP,70,0.0,Advanced Economies,Advanced Economies
SGP,80,717676.0,Advanced Economies,Advanced Economies
SGP,90,0.0,Advanced Economies,Advanced Economies
SGP,100,1061096.0,Advanced Economies,Advanced Economies
SVK,10,578290.0,Advanced Economies,Advanced Economies
SVK,20,845827.0,Advanced Economies,Advanced Economies
SVK,30,593349.0,Advanced Economies,Advanced Economies
SVK,40,677077.0,Advanced Economies,Advanced Economies
SVK,50,591304.0,Advanced Economies,Advanced Economies
SVK,60,630599.0,Advanced Economies,Advanced Economies
SVK,70,451925.0,Advanced Economies,Advanced Economies
SVK,80,480352.0,Advanced Economies,Advanced Economies
SVK,90,365581.0,Advanced Economies,Advanced Economies
SVK,100,233310.0,Advanced Economies,Advanced Economies
SVN,10,794565.0,Advanced Economies,Advanced Economies
SVN,20,255582.0,Advanced Economies,Advanced Economies
SVN,30,241243.0,Advanced Economies,Advanced Economies
SVN,40,196751.0,Advanced Economies,Advanced Economies
SVN,50,177949.0,Advanced Economies,Advanced Economies
SVN,60,156383.0,Advanced Economies,Advanced Economies
SVN,70,116173.0,Advanced Economies,Advanced Economies
SVN,80,96839.0,Advanced Economies,Advanced Economies
SVN,90,97383.0,Advanced Economies,Advanced Economies
SVN,100,50674.0,Advanced Economies,Advanced Economies
SLB,10,103673.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,20,80178.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,30,82835.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,40,66266.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,50,49748.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,60,49770.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,70,38399.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,80,37664.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,90,25669.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,100,2830.0,Low Income Developing Countries,Emerging and Developing Asia
SOM,10,3792583.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,20,1406361.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,30,1315764.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,40,804903.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,50,617500.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,60,794878.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,70,814649.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,80,600006.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,90,470035.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,100,408180.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
ZAF,10,23613886.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,20,4082431.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,30,6238893.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,40,6170753.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,50,5169484.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,60,3736713.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,70,4148416.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,80,2953643.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,90,2428694.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,100,1367855.0,Emerging Market Economies,Sub-Sahara Africa
SSD,10,4740530.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,20,3262461.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,30,1801064.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,40,809004.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,50,1056700.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,60,1377576.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,70,1244001.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,80,917893.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,90,549475.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,100,1011448.0,Low Income Developing Countries,Sub-Sahara Africa
ESP,10,18807537.0,Advanced Economies,Advanced Economies
ESP,20,7867898.0,Advanced Economies,Advanced Economies
ESP,30,7143213.0,Advanced Economies,Advanced Economies
ESP,40,3914143.0,Advanced Economies,Advanced Economies
ESP,50,3508214.0,Advanced Economies,Advanced Economies
ESP,60,4065493.0,Advanced Economies,Advanced Economies
ESP,70,2398371.0,Advanced Economies,Advanced Economies
ESP,80,2122346.0,Advanced Economies,Advanced Economies
ESP,90,1131076.0,Advanced Economies,Advanced Economies
ESP,100,721822.0,Advanced Economies,Advanced Economies
LKA,10,5239195.0,Emerging Market Economies,Emerging and Developing Asia
LKA,20,2790252.0,Emerging Market Economies,Emerging and Developing Asia
LKA,30,2139189.0,Emerging Market Economies,Emerging and Developing Asia
LKA,40,1991323.0,Emerging Market Economies,Emerging and Developing Asia
LKA,50,2266978.0,Emerging Market Economies,Emerging and Developing Asia
LKA,60,2011104.0,Emerging Market Economies,Emerging and Developing Asia
LKA,70,1461052.0,Emerging Market Economies,Emerging and Developing Asia
LKA,80,1463483.0,Emerging Market Economies,Emerging and Developing Asia
LKA,90,1279443.0,Emerging Market Economies,Emerging and Developing Asia
LKA,100,592209.0,Emerging Market Economies,Emerging and Developing Asia
SDN,10,7744791.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,20,4348196.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,30,5445401.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,40,6506592.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,50,5693331.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,60,3618505.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,70,2469049.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,80,3122126.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,90,1569560.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,100,2167004.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SUR,10,138935.0,Emerging Market Economies,Latin America and the Caribbean
SUR,20,124200.0,Emerging Market Economies,Latin America and the Caribbean
SUR,30,123012.0,Emerging Market Economies,Latin America and the Caribbean
SUR,40,60018.0,Emerging Market Economies,Latin America and the Caribbean
SUR,50,52086.0,Emerging Market Economies,Latin America and the Caribbean
SUR,60,42045.0,Emerging Market Economies,Latin America and the Caribbean
SUR,70,49610.0,Emerging Market Economies,Latin America and the Caribbean
SUR,80,8755.0,Emerging Market Economies,Latin America and the Caribbean
SUR,90,18876.0,Emerging Market Economies,Latin America and the Caribbean
SUR,100,7210.0,Emerging Market Economies,Latin America and the Caribbean
SWE,10,3529149.0,Advanced Economies,Advanced Economies
SWE,20,1819323.0,Advanced Economies,Advanced Economies
SWE,30,1438447.0,Advanced Economies,Advanced Economies
SWE,40,713571.0,Advanced Economies,Advanced Economies
SWE,50,727373.0,Advanced Economies,Advanced Economies
SWE,60,463640.0,Advanced Economies,Advanced Economies
SWE,70,492483.0,Advanced Economies,Advanced Economies
SWE,80,372168.0,Advanced Economies,Advanced Economies
SWE,90,281935.0,Advanced Economies,Advanced Economies
SWE,100,164650.0,Advanced Economies,Advanced Economies
CHE,10,2647353.0,Advanced Economies,Advanced Economies
CHE,20,1467631.0,Advanced Economies,Advanced Economies
CHE,30,984404.0,Advanced Economies,Advanced Economies
CHE,40,864421.0,Advanced Economies,Advanced Economies
CHE,50,663695.0,Advanced Economies,Advanced Economies
CHE,60,577864.0,Advanced Economies,Advanced Economies
CHE,70,500941.0,Advanced Economies,Advanced Economies
CHE,80,473616.0,Advanced Economies,Advanced Economies
CHE,90,365102.0,Advanced Economies,Advanced Economies
CHE,100,160411.0,Advanced Economies,Advanced Economies
SYR,10,8615985.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,20,2276414.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,30,2274829.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,40,1729636.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,50,2721759.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,60,1217078.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,70,2122471.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,80,2501880.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,90,2355085.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,100,972964.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TWN,10,3384007.0,Advanced Economies,Advanced Economies
TWN,20,3180401.0,Advanced Economies,Advanced Economies
TWN,30,7399253.0,Advanced Economies,Advanced Economies
TWN,40,3991629.0,Advanced Economies,Advanced Economies
TWN,50,1779621.0,Advanced Economies,Advanced Economies
TWN,60,1119401.0,Advanced Economies,Advanced Economies
TWN,70,581501.0,Advanced Economies,Advanced Economies
TWN,80,1166791.0,Advanced Economies,Advanced Economies
TWN,90,839826.0,Advanced Economies,Advanced Economies
TWN,100,483606.0,Advanced Economies,Advanced Economies
TJK,10,2286628.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,20,1604054.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,30,1594460.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,40,716640.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,50,918067.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,60,643891.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,70,754300.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,80,430430.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,90,286218.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,100,150993.0,Low Income Developing Countries,Caucasus and Central Asia
TZA,10,12016261.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,20,5660088.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,30,6255961.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,40,4694813.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,50,6369746.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,60,5535622.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,70,5755557.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,80,4977865.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,90,4249655.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,100,236992.0,Low Income Developing Countries,Sub-Sahara Africa
THA,10,26325003.0,Emerging Market Economies,Emerging and Developing Asia
THA,20,9523969.0,Emerging Market Economies,Emerging and Developing Asia
THA,30,7028613.0,Emerging Market Economies,Emerging and Developing Asia
THA,40,5738161.0,Emerging Market Economies,Emerging and Developing Asia
THA,50,5696243.0,Emerging Market Economies,Emerging and Developing Asia
THA,60,4588616.0,Emerging Market Economies,Emerging and Developing Asia
THA,70,4812095.0,Emerging Market Economies,Emerging and Developing Asia
THA,80,4357223.0,Emerging Market Economies,Emerging and Developing Asia
THA,90,3985272.0,Emerging Market Economies,Emerging and Developing Asia
THA,100,2686500.0,Emerging Market Economies,Emerging and Developing Asia
TLS,10,536045.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,20,201048.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,30,113534.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,40,108931.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,50,112157.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,60,109796.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,70,80803.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,80,47916.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,90,46523.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,100,38744.0,Low Income Developing Countries,Emerging and Developing Asia
TGO,10,2709043.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,20,1023607.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,30,1165709.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,40,266801.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,50,820200.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,60,890843.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,70,318824.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,80,351418.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,90,381329.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,100,819656.0,Low Income Developing Countries,Sub-Sahara Africa
TON,10,74923.0,Emerging Market Economies,Emerging and Developing Asia
TON,20,0.0,Emerging Market Economies,Emerging and Developing Asia
TON,30,11823.0,Emerging Market Economies,Emerging and Developing Asia
TON,40,0.0,Emerging Market Economies,Emerging and Developing Asia
TON,50,0.0,Emerging Market Economies,Emerging and Developing Asia
TON,60,4495.0,Emerging Market Economies,Emerging and Developing Asia
TON,70,0.0,Emerging Market Economies,Emerging and Developing Asia
TON,80,2779.0,Emerging Market Economies,Emerging and Developing Asia
TON,90,0.0,Emerging Market Economies,Emerging and Developing Asia
TON,100,661.0,Emerging Market Economies,Emerging and Developing Asia
TTO,10,80142.0,Emerging Market Economies,Latin America and the Caribbean
TTO,20,25416.0,Emerging Market Economies,Latin America and the Caribbean
TTO,30,203428.0,Emerging Market Economies,Latin America and the Caribbean
TTO,40,153768.0,Emerging Market Economies,Latin America and the Caribbean
TTO,50,18788.0,Emerging Market Economies,Latin America and the Caribbean
TTO,60,308746.0,Emerging Market Economies,Latin America and the Caribbean
TTO,70,190727.0,Emerging Market Economies,Latin America and the Caribbean
TTO,80,154584.0,Emerging Market Economies,Latin America and the Caribbean
TTO,90,107413.0,Emerging Market Economies,Latin America and the Caribbean
TTO,100,121682.0,Emerging Market Economies,Latin America and the Caribbean
TUN,10,1681801.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,20,1834211.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,30,1656739.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,40,1453965.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,50,1124436.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,60,1049265.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,70,989816.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,80,703228.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,90,619828.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,100,509606.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUR,10,42593681.0,Emerging Market Economies,Emerging and Developing Europe
TUR,20,14316896.0,Emerging Market Economies,Emerging and Developing Europe
TUR,30,7329220.0,Emerging Market Economies,Emerging and Developing Europe
TUR,40,5199385.0,Emerging Market Economies,Emerging and Developing Europe
TUR,50,3538409.0,Emerging Market Economies,Emerging and Developing Europe
TUR,60,2621928.0,Emerging Market Economies,Emerging and Developing Europe
TUR,70,1921608.0,Emerging Market Economies,Emerging and Developing Europe
TUR,80,1301584.0,Emerging Market Economies,Emerging and Developing Europe
TUR,90,899840.0,Emerging Market Economies,Emerging and Developing Europe
TUR,100,490877.0,Emerging Market Economies,Emerging and Developing Europe
TKM,10,1152790.0,Emerging Market Economies,Caucasus and Central Asia
TKM,20,0.0,Emerging Market Economies,Caucasus and Central Asia
TKM,30,2015959.0,Emerging Market Economies,Caucasus and Central Asia
TKM,40,0.0,Emerging Market Economies,Caucasus and Central Asia
TKM,50,2173298.0,Emerging Market Economies,Caucasus and Central Asia
TKM,60,0.0,Emerging Market Economies,Caucasus and Central Asia
TKM,70,1956916.0,Emerging Market Economies,Caucasus and Central Asia
TKM,80,0.0,Emerging Market Economies,Caucasus and Central Asia
TKM,90,1748459.0,Emerging Market Economies,Caucasus and Central Asia
TKM,100,821091.0,Emerging Market Economies,Caucasus and Central Asia
TUV,10,1763.0,,
TUV,20,1302.0,,
TUV,30,547.0,,
TUV,40,317.0,,
TUV,50,0.0,,
TUV,60,375.0,,
