iso3,decile,area,income,region
POL,90,44916.0,Emerging Market Economies,Emerging and Developing Europe
POL,100,52082.0,Emerging Market Economies,Emerging and Developing Europe
PRT,10,2996.0,Advanced Economies,Advanced Economies
PRT,20,4926.0,Advanced Economies,Advanced Economies
PRT,30,6330.0,Advanced Economies,Advanced Economies
PRT,40,6689.0,Advanced Economies,Advanced Economies
PRT,50,6269.0,Advanced Economies,Advanced Economies
PRT,60,8491.0,Advanced Economies,Advanced Economies
PRT,70,10119.0,Advanced Economies,Advanced Economies
PRT,80,10508.0,Advanced Economies,Advanced Economies
PRT,90,16995.0,Advanced Economies,Advanced Economies
PRT,100,18497.0,Advanced Economies,Advanced Economies
PRI,10,641.0,Advanced Economies,Advanced Economies
PRI,20,635.0,Advanced Economies,Advanced Economies
PRI,30,848.0,Advanced Economies,Advanced Economies
PRI,40,652.0,Advanced Economies,Advanced Economies
PRI,50,830.0,Advanced Economies,Advanced Economies
PRI,60,891.0,Advanced Economies,Advanced Economies
PRI,70,1089.0,Advanced Economies,Advanced Economies
PRI,80,1155.0,Advanced Economies,Advanced Economies
PRI,90,1071.0,Advanced Economies,Advanced Economies
PRI,100,1148.0,Advanced Economies,Advanced Economies
QAT,10,217.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,20,306.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,30,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,40,1566.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,60,249.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,70,5846.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,80,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,90,2553.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
QAT,100,884.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
REU,10,210.0,,
REU,20,190.0,,
REU,30,73.0,,
REU,40,483.0,,
REU,50,79.0,,
REU,60,250.0,,
REU,70,447.0,,
REU,80,162.0,,
REU,90,163.0,,
REU,100,455.0,,
ROU,10,18179.0,Emerging Market Economies,Emerging and Developing Europe
ROU,20,15951.0,Emerging Market Economies,Emerging and Developing Europe
ROU,30,17222.0,Emerging Market Economies,Emerging and Developing Europe
ROU,40,20955.0,Emerging Market Economies,Emerging and Developing Europe
ROU,50,19327.0,Emerging Market Economies,Emerging and Developing Europe
ROU,60,21457.0,Emerging Market Economies,Emerging and Developing Europe
ROU,70,24389.0,Emerging Market Economies,Emerging and Developing Europe
ROU,80,25349.0,Emerging Market Economies,Emerging and Developing Europe
ROU,90,30401.0,Emerging Market Economies,Emerging and Developing Europe
ROU,100,45123.0,Emerging Market Economies,Emerging and Developing Europe
RUS,10,29340.0,Emerging Market Economies,Emerging and Developing Europe
RUS,20,162950.0,Emerging Market Economies,Emerging and Developing Europe
RUS,30,381570.0,Emerging Market Economies,Emerging and Developing Europe
RUS,40,429084.0,Emerging Market Economies,Emerging and Developing Europe
RUS,50,520453.0,Emerging Market Economies,Emerging and Developing Europe
RUS,60,527238.0,Emerging Market Economies,Emerging and Developing Europe
RUS,70,679523.0,Emerging Market Economies,Emerging and Developing Europe
RUS,80,1055604.0,Emerging Market Economies,Emerging and Developing Europe
RUS,90,1968762.0,Emerging Market Economies,Emerging and Developing Europe
RUS,100,11194841.0,Emerging Market Economies,Emerging and Developing Europe
RWA,10,728.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,20,1470.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,30,1957.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,40,1893.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,50,2071.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,60,2160.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,70,3593.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,80,3754.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,90,3555.0,Low Income Developing Countries,Sub-Sahara Africa
RWA,100,4098.0,Low Income Developing Countries,Sub-Sahara Africa
WSM,10,166.0,Emerging Market Economies,Emerging and Developing Asia
WSM,20,182.0,Emerging Market Economies,Emerging and Developing Asia
WSM,30,136.0,Emerging Market Economies,Emerging and Developing Asia
WSM,40,152.0,Emerging Market Economies,Emerging and Developing Asia
WSM,50,200.0,Emerging Market Economies,Emerging and Developing Asia
WSM,60,276.0,Emerging Market Economies,Emerging and Developing Asia
WSM,70,191.0,Emerging Market Economies,Emerging and Developing Asia
WSM,80,296.0,Emerging Market Economies,Emerging and Developing Asia
WSM,90,437.0,Emerging Market Economies,Emerging and Developing Asia
WSM,100,818.0,Emerging Market Economies,Emerging and Developing Asia
SMR,10,10.0,Advanced Economies,Advanced Economies
SMR,20,10.0,Advanced Economies,Advanced Economies
SMR,30,6.0,Advanced Economies,Advanced Economies
SMR,40,5.0,Advanced Economies,Advanced Economies
SMR,50,0.0,Advanced Economies,Advanced Economies
SMR,60,7.0,Advanced Economies,Advanced Economies
SMR,70,7.0,Advanced Economies,Advanced Economies
SMR,80,3.0,Advanced Economies,Advanced Economies
SMR,90,8.0,Advanced Economies,Advanced Economies
SMR,100,5.0,Advanced Economies,Advanced Economies
SAU,10,153563.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,20,10316.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,30,54441.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,40,77206.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,50,377681.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,60,699719.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,70,99046.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,80,88292.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,90,116952.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SAU,100,238671.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SEN,10,2113.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,20,6895.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,30,9296.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,40,8442.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,50,8500.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,60,18259.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,70,19313.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,80,35244.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,90,42268.0,Low Income Developing Countries,Sub-Sahara Africa
SEN,100,46559.0,Low Income Developing Countries,Sub-Sahara Africa
SRB,10,4030.0,Emerging Market Economies,Emerging and Developing Europe
SRB,20,7596.0,Emerging Market Economies,Emerging and Developing Europe
SRB,30,9708.0,Emerging Market Economies,Emerging and Developing Europe
SRB,40,6797.0,Emerging Market Economies,Emerging and Developing Europe
SRB,50,7480.0,Emerging Market Economies,Emerging and Developing Europe
SRB,60,7399.0,Emerging Market Economies,Emerging and Developing Europe
SRB,70,8281.0,Emerging Market Economies,Emerging and Developing Europe
SRB,80,6471.0,Emerging Market Economies,Emerging and Developing Europe
SRB,90,10365.0,Emerging Market Economies,Emerging and Developing Europe
SRB,100,10104.0,Emerging Market Economies,Emerging and Developing Europe
SYC,10,5.0,Emerging Market Economies,Sub-Sahara Africa
SYC,20,3.0,Emerging Market Economies,Sub-Sahara Africa
SYC,30,14.0,Emerging Market Economies,Sub-Sahara Africa
SYC,40,13.0,Emerging Market Economies,Sub-Sahara Africa
SYC,50,19.0,Emerging Market Economies,Sub-Sahara Africa
SYC,60,14.0,Emerging Market Economies,Sub-Sahara Africa
SYC,70,30.0,Emerging Market Economies,Sub-Sahara Africa
SYC,80,27.0,Emerging Market Economies,Sub-Sahara Africa
SYC,90,60.0,Emerging Market Economies,Sub-Sahara Africa
SYC,100,222.0,Emerging Market Economies,Sub-Sahara Africa
SLE,10,711.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,20,5582.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,30,4151.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,40,9283.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,50,3895.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,60,5921.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,70,14579.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,80,5377.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,90,3657.0,Low Income Developing Countries,Sub-Sahara Africa
SLE,100,19354.0,Low Income Developing Countries,Sub-Sahara Africa
SGP,10,103.0,Advanced Economies,Advanced Economies
SGP,20,0.0,Advanced Economies,Advanced Economies
SGP,30,125.0,Advanced Economies,Advanced Economies
SGP,40,0.0,Advanced Economies,Advanced Economies
SGP,50,0.0,Advanced Economies,Advanced Economies
SGP,60,102.0,Advanced Economies,Advanced Economies
SGP,70,0.0,Advanced Economies,Advanced Economies
SGP,80,130.0,Advanced Economies,Advanced Economies
SGP,90,0.0,Advanced Economies,Advanced Economies
SGP,100,216.0,Advanced Economies,Advanced Economies
SVK,10,515.0,Advanced Economies,Advanced Economies
SVK,20,4297.0,Advanced Economies,Advanced Economies
SVK,30,3712.0,Advanced Economies,Advanced Economies
SVK,40,5241.0,Advanced Economies,Advanced Economies
SVK,50,5431.0,Advanced Economies,Advanced Economies
SVK,60,6619.0,Advanced Economies,Advanced Economies
SVK,70,5286.0,Advanced Economies,Advanced Economies
SVK,80,6743.0,Advanced Economies,Advanced Economies
SVK,90,6538.0,Advanced Economies,Advanced Economies
SVK,100,5208.0,Advanced Economies,Advanced Economies
SVN,10,1377.0,Advanced Economies,Advanced Economies
SVN,20,1309.0,Advanced Economies,Advanced Economies
SVN,30,1737.0,Advanced Economies,Advanced Economies
SVN,40,1872.0,Advanced Economies,Advanced Economies
SVN,50,1997.0,Advanced Economies,Advanced Economies
SVN,60,2012.0,Advanced Economies,Advanced Economies
SVN,70,1801.0,Advanced Economies,Advanced Economies
SVN,80,2068.0,Advanced Economies,Advanced Economies
SVN,90,3042.0,Advanced Economies,Advanced Economies
SVN,100,2767.0,Advanced Economies,Advanced Economies
SLB,10,155.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,20,1056.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,30,1851.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,40,2238.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,50,2492.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,60,3650.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,70,3681.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,80,5138.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,90,6634.0,Low Income Developing Countries,Emerging and Developing Asia
SLB,100,1217.0,Low Income Developing Countries,Emerging and Developing Asia
SOM,10,31449.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,20,36860.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,30,46748.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,40,42842.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,50,46274.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,60,72953.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,70,80192.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,80,78829.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,90,80220.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SOM,100,117130.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
ZAF,10,18091.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,20,17620.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,30,54407.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,40,75820.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,50,87228.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,60,74269.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,70,117791.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,80,134240.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,90,172692.0,Emerging Market Economies,Sub-Sahara Africa
ZAF,100,467532.0,Emerging Market Economies,Sub-Sahara Africa
SSD,10,41332.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,20,58920.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,30,45397.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,40,27711.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,50,42780.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,60,65418.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,70,64941.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,80,63834.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,90,52441.0,Low Income Developing Countries,Sub-Sahara Africa
SSD,100,165327.0,Low Income Developing Countries,Sub-Sahara Africa
ESP,10,29192.0,Advanced Economies,Advanced Economies
ESP,20,31706.0,Advanced Economies,Advanced Economies
ESP,30,45000.0,Advanced Economies,Advanced Economies
ESP,40,34159.0,Advanced Economies,Advanced Economies
ESP,50,44941.0,Advanced Economies,Advanced Economies
ESP,60,69998.0,Advanced Economies,Advanced Economies
ESP,70,66673.0,Advanced Economies,Advanced Economies
ESP,80,73607.0,Advanced Economies,Advanced Economies
ESP,90,53436.0,Advanced Economies,Advanced Economies
ESP,100,57910.0,Advanced Economies,Advanced Economies
LKA,10,1526.0,Emerging Market Economies,Emerging and Developing Asia
LKA,20,2233.0,Emerging Market Economies,Emerging and Developing Asia
LKA,30,2859.0,Emerging Market Economies,Emerging and Developing Asia
LKA,40,3463.0,Emerging Market Economies,Emerging and Developing Asia
LKA,50,5038.0,Emerging Market Economies,Emerging and Developing Asia
LKA,60,5816.0,Emerging Market Economies,Emerging and Developing Asia
LKA,70,6272.0,Emerging Market Economies,Emerging and Developing Asia
LKA,80,8969.0,Emerging Market Economies,Emerging and Developing Asia
LKA,90,12606.0,Emerging Market Economies,Emerging and Developing Asia
LKA,100,17009.0,Emerging Market Economies,Emerging and Developing Asia
SDN,10,16135.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,20,28314.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,30,64261.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,40,113257.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,50,156172.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,60,152782.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,70,126606.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,80,231839.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,90,191905.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SDN,100,790787.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
SUR,10,47.0,Emerging Market Economies,Latin America and the Caribbean
SUR,20,144.0,Emerging Market Economies,Latin America and the Caribbean
SUR,30,279.0,Emerging Market Economies,Latin America and the Caribbean
SUR,40,661.0,Emerging Market Economies,Latin America and the Caribbean
SUR,50,2897.0,Emerging Market Economies,Latin America and the Caribbean
SUR,60,4194.0,Emerging Market Economies,Latin America and the Caribbean
SUR,70,12737.0,Emerging Market Economies,Latin America and the Caribbean
SUR,80,6024.0,Emerging Market Economies,Latin America and the Caribbean
SUR,90,47546.0,Emerging Market Economies,Latin America and the Caribbean
SUR,100,71894.0,Emerging Market Economies,Latin America and the Caribbean
SWE,10,4597.0,Advanced Economies,Advanced Economies
SWE,20,16834.0,Advanced Economies,Advanced Economies
SWE,30,22017.0,Advanced Economies,Advanced Economies
SWE,40,19660.0,Advanced Economies,Advanced Economies
SWE,50,28013.0,Advanced Economies,Advanced Economies
SWE,60,24977.0,Advanced Economies,Advanced Economies
SWE,70,35259.0,Advanced Economies,Advanced Economies
SWE,80,40734.0,Advanced Economies,Advanced Economies
SWE,90,68077.0,Advanced Economies,Advanced Economies
SWE,100,189025.0,Advanced Economies,Advanced Economies
CHE,10,1709.0,Advanced Economies,Advanced Economies
CHE,20,2302.0,Advanced Economies,Advanced Economies
CHE,30,2217.0,Advanced Economies,Advanced Economies
CHE,40,2782.0,Advanced Economies,Advanced Economies
CHE,50,2717.0,Advanced Economies,Advanced Economies
CHE,60,3261.0,Advanced Economies,Advanced Economies
CHE,70,3827.0,Advanced Economies,Advanced Economies
CHE,80,4959.0,Advanced Economies,Advanced Economies
CHE,90,7904.0,Advanced Economies,Advanced Economies
CHE,100,9543.0,Advanced Economies,Advanced Economies
SYR,10,5116.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,20,4389.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,30,5823.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,40,4995.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,50,9985.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,60,5889.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,70,15323.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,80,28254.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,90,47390.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SYR,100,59754.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TWN,10,473.0,Advanced Economies,Advanced Economies
TWN,20,1360.0,Advanced Economies,Advanced Economies
TWN,30,4301.0,Advanced Economies,Advanced Economies
TWN,40,4125.0,Advanced Economies,Advanced Economies
TWN,50,2337.0,Advanced Economies,Advanced Economies
TWN,60,2754.0,Advanced Economies,Advanced Economies
TWN,70,2000.0,Advanced Economies,Advanced Economies
TWN,80,4817.0,Advanced Economies,Advanced Economies
TWN,90,6207.0,Advanced Economies,Advanced Economies
TWN,100,8093.0,Advanced Economies,Advanced Economies
TJK,10,2743.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,20,5557.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,30,6335.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,40,4960.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,50,8865.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,60,7370.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,70,10828.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,80,11265.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,90,21983.0,Low Income Developing Countries,Caucasus and Central Asia
TJK,100,62208.0,Low Income Developing Countries,Caucasus and Central Asia
TZA,10,5208.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,20,19584.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,30,34229.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,40,36707.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,50,67985.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,60,87275.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,70,126497.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,80,163546.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,90,311491.0,Low Income Developing Countries,Sub-Sahara Africa
TZA,100,92351.0,Low Income Developing Countries,Sub-Sahara Africa
THA,10,11829.0,Emerging Market Economies,Emerging and Developing Asia
THA,20,27454.0,Emerging Market Economies,Emerging and Developing Asia
THA,30,38376.0,Emerging Market Economies,Emerging and Developing Asia
THA,40,40487.0,Emerging Market Economies,Emerging and Developing Asia
THA,50,47365.0,Emerging Market Economies,Emerging and Developing Asia
THA,60,43843.0,Emerging Market Economies,Emerging and Developing Asia
THA,70,54891.0,Emerging Market Economies,Emerging and Developing Asia
THA,80,59866.0,Emerging Market Economies,Emerging and Developing Asia
THA,90,74568.0,Emerging Market Economies,Emerging and Developing Asia
THA,100,115221.0,Emerging Market Economies,Emerging and Developing Asia
TLS,10,905.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,20,1394.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,30,980.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,40,1172.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,50,1604.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,60,1929.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,70,1608.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,80,1274.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,90,1750.0,Low Income Developing Countries,Emerging and Developing Asia
TLS,100,2273.0,Low Income Developing Countries,Emerging and Developing Asia
TGO,10,994.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,20,3953.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,30,5620.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,40,1757.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,50,6344.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,60,9123.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,70,4171.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,80,4931.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,90,5490.0,Low Income Developing Countries,Sub-Sahara Africa
TGO,100,14610.0,Low Income Developing Countries,Sub-Sahara Africa
TON,10,276.0,Emerging Market Economies,Emerging and Developing Asia
TON,20,0.0,Emerging Market Economies,Emerging and Developing Asia
TON,30,187.0,Emerging Market Economies,Emerging and Developing Asia
TON,40,0.0,Emerging Market Economies,Emerging and Developing Asia
TON,50,0.0,Emerging Market Economies,Emerging and Developing Asia
TON,60,93.0,Emerging Market Economies,Emerging and Developing Asia
TON,70,0.0,Emerging Market Economies,Emerging and Developing Asia
TON,80,94.0,Emerging Market Economies,Emerging and Developing Asia
TON,90,0.0,Emerging Market Economies,Emerging and Developing Asia
TON,100,23.0,Emerging Market Economies,Emerging and Developing Asia
TTO,10,34.0,Emerging Market Economies,Latin America and the Caribbean
TTO,20,14.0,Emerging Market Economies,Latin America and the Caribbean
TTO,30,189.0,Emerging Market Economies,Latin America and the Caribbean
TTO,40,214.0,Emerging Market Economies,Latin America and the Caribbean
TTO,50,29.0,Emerging Market Economies,Latin America and the Caribbean
TTO,60,809.0,Emerging Market Economies,Latin America and the Caribbean
TTO,70,742.0,Emerging Market Economies,Latin America and the Caribbean
TTO,80,807.0,Emerging Market Economies,Latin America and the Caribbean
TTO,90,615.0,Emerging Market Economies,Latin America and the Caribbean
TTO,100,1718.0,Emerging Market Economies,Latin America and the Caribbean
TUN,10,237.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,20,721.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,30,2640.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,40,5578.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,50,7611.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,60,10404.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,70,14859.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,80,15134.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,90,20534.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUN,100,77112.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
TUR,10,32953.0,Emerging Market Economies,Emerging and Developing Europe
TUR,20,69564.0,Emerging Market Economies,Emerging and Developing Europe
TUR,30,73275.0,Emerging Market Economies,Emerging and Developing Europe
TUR,40,83354.0,Emerging Market Economies,Emerging and Developing Europe
TUR,50,78491.0,Emerging Market Economies,Emerging and Developing Europe
TUR,60,86161.0,Emerging Market Economies,Emerging and Developing Europe
TUR,70,87924.0,Emerging Market Economies,Emerging and Developing Europe
TUR,80,81332.0,Emerging Market Economies,Emerging and Developing Europe
TUR,90,89852.0,Emerging Market Economies,Emerging and Developing Europe
TUR,100,97697.0,Emerging Market Economies,Emerging and Developing Europe
TKM,10,126.0,Emerging Market Economies,Caucasus and Central Asia
TKM,20,0.0,Emerging Market Economies,Caucasus and Central Asia
TKM,30,73472.0,Emerging Market Economies,Caucasus and Central Asia
TKM,40,0.0,Emerging Market Economies,Caucasus and Central Asia
TKM,50,86455.0,Emerging Market Economies,Caucasus and Central Asia
TKM,60,0.0,Emerging Market Economies,Caucasus and Central Asia
TKM,70,97006.0,Emerging Market Economies,Caucasus and Central Asia
TKM,80,0.0,Emerging Market Economies,Caucasus and Central Asia
TKM,90,98851.0,Emerging Market Economies,Caucasus and Central Asia
TKM,100,133922.0,Emerging Market Economies,Caucasus and Central Asia
TUV,10,8.0,,
TUV,20,7.0,,
TUV,30,3.0,,
TUV,40,3.0,,
TUV,50,0.0,,
TUV,60,4.0,,
TUV,70,5.0,,
TUV,80,7.0,,
TUV,90,1.0,,
TUV,100,4.0,,
UGA,10,2745.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,20,8534.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,30,12952.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,40,14555.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,50,16892.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,60,20564.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,70,23039.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,80,21835.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,90,36064.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,100,86671.0,Low Income Developing Countries,Sub-Sahara Africa
UKR,10,5328.0,Emerging Market Economies,Emerging and Developing Europe
UKR,20,5497.0,Emerging Market Economies,Emerging and Developing Europe
UKR,30,53801.0,Emerging Market Economies,Emerging and Developing Europe
UKR,40,67931.0,Emerging Market Economies,Emerging and Developing Europe
UKR,50,72862.0,Emerging Market Economies,Emerging and Developing Europe
UKR,60,70324.0,Emerging Market Economies,Emerging and Developing Europe
UKR,70,75487.0,Emerging Market Economies,Emerging and Developing Europe
UKR,80,86118.0,Emerging Market Economies,Emerging and Developing Europe
UKR,90,83105.0,Emerging Market Economies,Emerging and Developing Europe
UKR,100,87853.0,Emerging Market Economies,Emerging and Developing Europe
ARE,10,28.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,20,319.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,30,600.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,40,92.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,50,760.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
