iso3,year,gdp,income,region
KNA,2024.0,1.15,Emerging Market Economies,Latin America and the Caribbean
KNA,2025.0,1.18,Emerging Market Economies,Latin America and the Caribbean
KNA,2026.0,1.22,Emerging Market Economies,Latin America and the Caribbean
KNA,2027.0,1.25,Emerging Market Economies,Latin America and the Caribbean
KNA,2028.0,1.28,Emerging Market Economies,Latin America and the Caribbean
KNA,2029.0,1.32,Emerging Market Economies,Latin America and the Caribbean
KNA,2030.0,1.35,Emerging Market Economies,Latin America and the Caribbean
KNA,Mean 10-Year GDP ($Bn),1.191,Emerging Market Economies,Latin America and the Caribbean
KNA,GDP Growth Rate (%),0.39175257731958774,Emerging Market Economies,Latin America and the Caribbean
KOR,2021.0,1708.34,Advanced Economies,Advanced Economies
KOR,2022.0,1764.63,Advanced Economies,Advanced Economies
KOR,2023.0,1814.4,Advanced Economies,Advanced Economies
KOR,2024.0,1861.01,Advanced Economies,Advanced Economies
KOR,2025.0,1907.05,Advanced Economies,Advanced Economies
KOR,2026.0,1952.4,Advanced Economies,Advanced Economies
KOR,2027.0,1998.83,Advanced Economies,Advanced Economies
KOR,2028.0,2046.36,Advanced Economies,Advanced Economies
KOR,2029.0,2095.02,Advanced Economies,Advanced Economies
KOR,2030.0,2144.84,Advanced Economies,Advanced Economies
KOR,Mean 10-Year GDP ($Bn),1929.288,Advanced Economies,Advanced Economies
KOR,GDP Growth Rate (%),0.2555111980050811,Advanced Economies,Advanced Economies
KSV,2021.0,8.25,Emerging Market Economies,Emerging and Developing Europe
KSV,2022.0,8.62,Emerging Market Economies,Emerging and Developing Europe
KSV,2023.0,8.98,Emerging Market Economies,Emerging and Developing Europe
KSV,2024.0,9.34,Emerging Market Economies,Emerging and Developing Europe
KSV,2025.0,9.68,Emerging Market Economies,Emerging and Developing Europe
KSV,2026.0,10.02,Emerging Market Economies,Emerging and Developing Europe
KSV,2027.0,10.37,Emerging Market Economies,Emerging and Developing Europe
KSV,2028.0,10.73,Emerging Market Economies,Emerging and Developing Europe
KSV,2029.0,11.11,Emerging Market Economies,Emerging and Developing Europe
KSV,2030.0,11.5,Emerging Market Economies,Emerging and Developing Europe
KSV,Mean 10-Year GDP ($Bn),9.860000000000001,Emerging Market Economies,Emerging and Developing Europe
KSV,GDP Growth Rate (%),0.3939393939393939,Emerging Market Economies,Emerging and Developing Europe
KWT,2021.0,106.95,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,2022.0,111.58,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,2023.0,114.55,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,2024.0,117.6,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,2025.0,120.73,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,2026.0,123.96,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,2027.0,127.27,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,2028.0,130.68,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,2029.0,134.17,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,2030.0,137.76,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,Mean 10-Year GDP ($Bn),122.525,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,GDP Growth Rate (%),0.2880785413744739,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LAO,2021.0,19.21,Low Income Developing Countries,Emerging and Developing Asia
LAO,2022.0,20.02,Low Income Developing Countries,Emerging and Developing Asia
LAO,2023.0,20.93,Low Income Developing Countries,Emerging and Developing Asia
LAO,2024.0,22.13,Low Income Developing Countries,Emerging and Developing Asia
LAO,2025.0,23.47,Low Income Developing Countries,Emerging and Developing Asia
LAO,2026.0,24.84,Low Income Developing Countries,Emerging and Developing Asia
LAO,2027.0,26.29,Low Income Developing Countries,Emerging and Developing Asia
LAO,2028.0,27.82,Low Income Developing Countries,Emerging and Developing Asia
LAO,2029.0,29.45,Low Income Developing Countries,Emerging and Developing Asia
LAO,2030.0,31.16,Low Income Developing Countries,Emerging and Developing Asia
LAO,Mean 10-Year GDP ($Bn),24.531999999999996,Low Income Developing Countries,Emerging and Developing Asia
LAO,GDP Growth Rate (%),0.6220718375845913,Low Income Developing Countries,Emerging and Developing Asia
LBN,2021.0,19.01,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,2022.0,19.01,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,2023.0,19.01,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,2024.0,19.01,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,2025.0,19.01,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,2026.0,19.01,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,2027.0,19.01,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,2028.0,19.01,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,2029.0,19.01,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,2030.0,19.01,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,Mean 10-Year GDP ($Bn),19.01,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,GDP Growth Rate (%),0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBR,2021.0,3.15,Low Income Developing Countries,Sub-Sahara Africa
LBR,2022.0,3.29,Low Income Developing Countries,Sub-Sahara Africa
LBR,2023.0,3.45,Low Income Developing Countries,Sub-Sahara Africa
LBR,2024.0,3.65,Low Income Developing Countries,Sub-Sahara Africa
LBR,2025.0,3.86,Low Income Developing Countries,Sub-Sahara Africa
LBR,2026.0,4.07,Low Income Developing Countries,Sub-Sahara Africa
LBR,2027.0,4.3,Low Income Developing Countries,Sub-Sahara Africa
LBR,2028.0,4.54,Low Income Developing Countries,Sub-Sahara Africa
LBR,2029.0,4.8,Low Income Developing Countries,Sub-Sahara Africa
LBR,2030.0,5.07,Low Income Developing Countries,Sub-Sahara Africa
LBR,Mean 10-Year GDP ($Bn),4.018,Low Income Developing Countries,Sub-Sahara Africa
LBR,GDP Growth Rate (%),0.6095238095238097,Low Income Developing Countries,Sub-Sahara Africa
LBY,2021.0,42.87,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,2022.0,45.12,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,2023.0,47.62,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,2024.0,48.16,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,2025.0,50.48,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,2026.0,52.75,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,2027.0,55.11,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,2028.0,57.59,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,2029.0,60.17,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,2030.0,62.87,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,Mean 10-Year GDP ($Bn),52.274,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,GDP Growth Rate (%),0.4665267086540705,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LCA,2021.0,1.67,Emerging Market Economies,Latin America and the Caribbean
LCA,2022.0,1.89,Emerging Market Economies,Latin America and the Caribbean
LCA,2023.0,2.06,Emerging Market Economies,Latin America and the Caribbean
LCA,2024.0,2.14,Emerging Market Economies,Latin America and the Caribbean
LCA,2025.0,2.18,Emerging Market Economies,Latin America and the Caribbean
LCA,2026.0,2.21,Emerging Market Economies,Latin America and the Caribbean
LCA,2027.0,2.24,Emerging Market Economies,Latin America and the Caribbean
LCA,2028.0,2.28,Emerging Market Economies,Latin America and the Caribbean
LCA,2029.0,2.31,Emerging Market Economies,Latin America and the Caribbean
LCA,2030.0,2.34,Emerging Market Economies,Latin America and the Caribbean
LCA,Mean 10-Year GDP ($Bn),2.1319999999999997,Emerging Market Economies,Latin America and the Caribbean
LCA,GDP Growth Rate (%),0.40119760479041916,Emerging Market Economies,Latin America and the Caribbean
LKA,2021.0,83.64,Emerging Market Economies,Emerging and Developing Asia
LKA,2022.0,86.4,Emerging Market Economies,Emerging and Developing Asia
LKA,2023.0,89.79,Emerging Market Economies,Emerging and Developing Asia
LKA,2024.0,93.5,Emerging Market Economies,Emerging and Developing Asia
LKA,2025.0,97.38,Emerging Market Economies,Emerging and Developing Asia
LKA,2026.0,101.41,Emerging Market Economies,Emerging and Developing Asia
LKA,2027.0,105.62,Emerging Market Economies,Emerging and Developing Asia
LKA,2028.0,109.99,Emerging Market Economies,Emerging and Developing Asia
LKA,2029.0,114.55,Emerging Market Economies,Emerging and Developing Asia
LKA,2030.0,119.3,Emerging Market Economies,Emerging and Developing Asia
LKA,Mean 10-Year GDP ($Bn),100.15799999999999,Emerging Market Economies,Emerging and Developing Asia
LKA,GDP Growth Rate (%),0.4263510282161645,Emerging Market Economies,Emerging and Developing Asia
LSO,2021.0,2.06,Low Income Developing Countries,Sub-Sahara Africa
LSO,2022.0,2.09,Low Income Developing Countries,Sub-Sahara Africa
LSO,2023.0,2.12,Low Income Developing Countries,Sub-Sahara Africa
LSO,2024.0,2.16,Low Income Developing Countries,Sub-Sahara Africa
LSO,2025.0,2.17,Low Income Developing Countries,Sub-Sahara Africa
LSO,2026.0,2.21,Low Income Developing Countries,Sub-Sahara Africa
LSO,2027.0,2.25,Low Income Developing Countries,Sub-Sahara Africa
LSO,2028.0,2.3,Low Income Developing Countries,Sub-Sahara Africa
LSO,2029.0,2.34,Low Income Developing Countries,Sub-Sahara Africa
LSO,2030.0,2.39,Low Income Developing Countries,Sub-Sahara Africa
LSO,Mean 10-Year GDP ($Bn),2.209,Low Income Developing Countries,Sub-Sahara Africa
LSO,GDP Growth Rate (%),0.1601941747572816,Low Income Developing Countries,Sub-Sahara Africa
LTU,2021.0,58.45,Advanced Economies,Advanced Economies
LTU,2022.0,60.83,Advanced Economies,Advanced Economies
LTU,2023.0,62.72,Advanced Economies,Advanced Economies
LTU,2024.0,64.47,Advanced Economies,Advanced Economies
LTU,2025.0,66.17,Advanced Economies,Advanced Economies
LTU,2026.0,67.75,Advanced Economies,Advanced Economies
LTU,2027.0,69.36,Advanced Economies,Advanced Economies
LTU,2028.0,71.01,Advanced Economies,Advanced Economies
LTU,2029.0,72.7,Advanced Economies,Advanced Economies
LTU,2030.0,74.43,Advanced Economies,Advanced Economies
LTU,Mean 10-Year GDP ($Bn),66.78900000000002,Advanced Economies,Advanced Economies
LTU,GDP Growth Rate (%),0.27339606501283154,Advanced Economies,Advanced Economies
LUX,2021.0,77.24,Advanced Economies,Advanced Economies
LUX,2022.0,80.21,Advanced Economies,Advanced Economies
LUX,2023.0,82.63,Advanced Economies,Advanced Economies
LUX,2024.0,84.86,Advanced Economies,Advanced Economies
LUX,2025.0,86.98,Advanced Economies,Advanced Economies
LUX,2026.0,89.16,Advanced Economies,Advanced Economies
LUX,2027.0,91.38,Advanced Economies,Advanced Economies
LUX,2028.0,93.67,Advanced Economies,Advanced Economies
LUX,2029.0,96.01,Advanced Economies,Advanced Economies
LUX,2030.0,98.41,Advanced Economies,Advanced Economies
LUX,Mean 10-Year GDP ($Bn),88.055,Advanced Economies,Advanced Economies
LUX,GDP Growth Rate (%),0.27408078715691353,Advanced Economies,Advanced Economies
LVA,2021.0,35.0,Advanced Economies,Advanced Economies
LVA,2022.0,36.82,Advanced Economies,Advanced Economies
LVA,2023.0,38.29,Advanced Economies,Advanced Economies
LVA,2024.0,39.53,Advanced Economies,Advanced Economies
LVA,2025.0,40.78,Advanced Economies,Advanced Economies
LVA,2026.0,42.0,Advanced Economies,Advanced Economies
LVA,2027.0,43.26,Advanced Economies,Advanced Economies
LVA,2028.0,44.56,Advanced Economies,Advanced Economies
LVA,2029.0,45.89,Advanced Economies,Advanced Economies
LVA,2030.0,47.27,Advanced Economies,Advanced Economies
LVA,Mean 10-Year GDP ($Bn),41.34,Advanced Economies,Advanced Economies
LVA,GDP Growth Rate (%),0.35057142857142864,Advanced Economies,Advanced Economies
MAC,2021.0,29.31,Advanced Economies,Advanced Economies
MAC,2022.0,40.33,Advanced Economies,Advanced Economies
MAC,2023.0,50.83,Advanced Economies,Advanced Economies
MAC,2024.0,58.06,Advanced Economies,Advanced Economies
MAC,2025.0,60.02,Advanced Economies,Advanced Economies
MAC,2026.0,61.87,Advanced Economies,Advanced Economies
MAC,2027.0,63.76,Advanced Economies,Advanced Economies
MAC,2028.0,65.72,Advanced Economies,Advanced Economies
MAC,2029.0,67.73,Advanced Economies,Advanced Economies
MAC,2030.0,69.81,Advanced Economies,Advanced Economies
MAC,Mean 10-Year GDP ($Bn),56.744,Advanced Economies,Advanced Economies
MAC,GDP Growth Rate (%),1.3817809621289663,Advanced Economies,Advanced Economies
MAR,2021.0,121.17,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,2022.0,124.96,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,2023.0,129.52,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,2024.0,134.1,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,2025.0,138.84,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,2026.0,143.61,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,2027.0,148.55,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,2028.0,153.65,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,2029.0,158.93,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,2030.0,164.39,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,Mean 10-Year GDP ($Bn),141.77200000000002,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,GDP Growth Rate (%),0.3566889494099198,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MDA,2021.0,12.45,Low Income Developing Countries,Emerging and Developing Europe
MDA,2022.0,13.09,Low Income Developing Countries,Emerging and Developing Europe
MDA,2023.0,13.81,Low Income Developing Countries,Emerging and Developing Europe
MDA,2024.0,14.61,Low Income Developing Countries,Emerging and Developing Europe
MDA,2025.0,15.4,Low Income Developing Countries,Emerging and Developing Europe
MDA,2026.0,16.17,Low Income Developing Countries,Emerging and Developing Europe
MDA,2027.0,16.98,Low Income Developing Countries,Emerging and Developing Europe
MDA,2028.0,17.83,Low Income Developing Countries,Emerging and Developing Europe
MDA,2029.0,18.72,Low Income Developing Countries,Emerging and Developing Europe
MDA,2030.0,19.66,Low Income Developing Countries,Emerging and Developing Europe
MDA,Mean 10-Year GDP ($Bn),15.872,Low Income Developing Countries,Emerging and Developing Europe
MDA,GDP Growth Rate (%),0.5791164658634539,Low Income Developing Countries,Emerging and Developing Europe
MDG,2021.0,13.56,Low Income Developing Countries,Sub-Sahara Africa
MDG,2022.0,14.21,Low Income Developing Countries,Sub-Sahara Africa
MDG,2023.0,14.93,Low Income Developing Countries,Sub-Sahara Africa
MDG,2024.0,15.69,Low Income Developing Countries,Sub-Sahara Africa
MDG,2025.0,16.46,Low Income Developing Countries,Sub-Sahara Africa
MDG,2026.0,17.27,Low Income Developing Countries,Sub-Sahara Africa
MDG,2027.0,18.11,Low Income Developing Countries,Sub-Sahara Africa
MDG,2028.0,18.99,Low Income Developing Countries,Sub-Sahara Africa
MDG,2029.0,19.91,Low Income Developing Countries,Sub-Sahara Africa
MDG,2030.0,20.88,Low Income Developing Countries,Sub-Sahara Africa
MDG,Mean 10-Year GDP ($Bn),17.001,Low Income Developing Countries,Sub-Sahara Africa
MDG,GDP Growth Rate (%),0.5398230088495574,Low Income Developing Countries,Sub-Sahara Africa
MDV,2021.0,4.44,Emerging Market Economies,Emerging and Developing Asia
MDV,2022.0,5.03,Emerging Market Economies,Emerging and Developing Asia
MDV,2023.0,5.64,Emerging Market Economies,Emerging and Developing Asia
MDV,2024.0,5.98,Emerging Market Economies,Emerging and Developing Asia
MDV,2025.0,6.31,Emerging Market Economies,Emerging and Developing Asia
MDV,2026.0,6.64,Emerging Market Economies,Emerging and Developing Asia
MDV,2027.0,7.0,Emerging Market Economies,Emerging and Developing Asia
MDV,2028.0,7.38,Emerging Market Economies,Emerging and Developing Asia
MDV,2029.0,7.77,Emerging Market Economies,Emerging and Developing Asia
MDV,2030.0,8.19,Emerging Market Economies,Emerging and Developing Asia
MDV,Mean 10-Year GDP ($Bn),6.437999999999999,Emerging Market Economies,Emerging and Developing Asia
MDV,GDP Growth Rate (%),0.8445945945945943,Emerging Market Economies,Emerging and Developing Asia
MEX,2021.0,1141.01,Emerging Market Economies,Latin America and the Caribbean
MEX,2022.0,1186.66,Emerging Market Economies,Latin America and the Caribbean
MEX,2023.0,1212.81,Emerging Market Economies,Latin America and the Caribbean
MEX,2024.0,1237.06,Emerging Market Economies,Latin America and the Caribbean
MEX,2025.0,1261.77,Emerging Market Economies,Latin America and the Caribbean
MEX,2026.0,1287.01,Emerging Market Economies,Latin America and the Caribbean
MEX,2027.0,1312.75,Emerging Market Economies,Latin America and the Caribbean
MEX,2028.0,1339.0,Emerging Market Economies,Latin America and the Caribbean
MEX,2029.0,1365.78,Emerging Market Economies,Latin America and the Caribbean
MEX,2030.0,1393.1,Emerging Market Economies,Latin America and the Caribbean
MEX,Mean 10-Year GDP ($Bn),1273.695,Emerging Market Economies,Latin America and the Caribbean
MEX,GDP Growth Rate (%),0.22093583754743598,Emerging Market Economies,Latin America and the Caribbean
MHL,2021.0,0.24,Emerging Market Economies,Emerging and Developing Asia
MHL,2022.0,0.25,Emerging Market Economies,Emerging and Developing Asia
MHL,2023.0,0.25,Emerging Market Economies,Emerging and Developing Asia
MHL,2024.0,0.26,Emerging Market Economies,Emerging and Developing Asia
MHL,2025.0,0.26,Emerging Market Economies,Emerging and Developing Asia
MHL,2026.0,0.27,Emerging Market Economies,Emerging and Developing Asia
MHL,2027.0,0.27,Emerging Market Economies,Emerging and Developing Asia
MHL,2028.0,0.28,Emerging Market Economies,Emerging and Developing Asia
MHL,2029.0,0.28,Emerging Market Economies,Emerging and Developing Asia
MHL,2030.0,0.29,Emerging Market Economies,Emerging and Developing Asia
MHL,Mean 10-Year GDP ($Bn),0.26500000000000007,Emerging Market Economies,Emerging and Developing Asia
MHL,GDP Growth Rate (%),0.2083333333333333,Emerging Market Economies,Emerging and Developing Asia
MKD,2021.0,12.78,Emerging Market Economies,Emerging and Developing Europe
MKD,2022.0,13.32,Emerging Market Economies,Emerging and Developing Europe
MKD,2023.0,13.82,Emerging Market Economies,Emerging and Developing Europe
MKD,2024.0,14.33,Emerging Market Economies,Emerging and Developing Europe
MKD,2025.0,14.85,Emerging Market Economies,Emerging and Developing Europe
MKD,2026.0,15.38,Emerging Market Economies,Emerging and Developing Europe
MKD,2027.0,15.94,Emerging Market Economies,Emerging and Developing Europe
MKD,2028.0,16.51,Emerging Market Economies,Emerging and Developing Europe
MKD,2029.0,17.11,Emerging Market Economies,Emerging and Developing Europe
MKD,2030.0,17.72,Emerging Market Economies,Emerging and Developing Europe
MKD,Mean 10-Year GDP ($Bn),15.176,Emerging Market Economies,Emerging and Developing Europe
MKD,GDP Growth Rate (%),0.3865414710485133,Emerging Market Economies,Emerging and Developing Europe
MLI,2021.0,18.2,Low Income Developing Countries,Sub-Sahara Africa
MLI,2022.0,19.17,Low Income Developing Countries,Sub-Sahara Africa
MLI,2023.0,20.12,Low Income Developing Countries,Sub-Sahara Africa
MLI,2024.0,21.13,Low Income Developing Countries,Sub-Sahara Africa
MLI,2025.0,22.19,Low Income Developing Countries,Sub-Sahara Africa
MLI,2026.0,23.3,Low Income Developing Countries,Sub-Sahara Africa
MLI,2027.0,24.46,Low Income Developing Countries,Sub-Sahara Africa
MLI,2028.0,25.69,Low Income Developing Countries,Sub-Sahara Africa
MLI,2029.0,26.97,Low Income Developing Countries,Sub-Sahara Africa
MLI,2030.0,28.32,Low Income Developing Countries,Sub-Sahara Africa
MLI,Mean 10-Year GDP ($Bn),22.954999999999995,Low Income Developing Countries,Sub-Sahara Africa
MLI,GDP Growth Rate (%),0.5560439560439561,Low Income Developing Countries,Sub-Sahara Africa
MLT,2021.0,15.75,Advanced Economies,Advanced Economies
MLT,2022.0,16.7,Advanced Economies,Advanced Economies
MLT,2023.0,17.52,Advanced Economies,Advanced Economies
MLT,2024.0,18.3,Advanced Economies,Advanced Economies
MLT,2025.0,18.98,Advanced Economies,Advanced Economies
MLT,2026.0,19.6,Advanced Economies,Advanced Economies
MLT,2027.0,20.25,Advanced Economies,Advanced Economies
MLT,2028.0,20.91,Advanced Economies,Advanced Economies
MLT,2029.0,21.6,Advanced Economies,Advanced Economies
MLT,2030.0,22.32,Advanced Economies,Advanced Economies
MLT,Mean 10-Year GDP ($Bn),19.192999999999998,Advanced Economies,Advanced Economies
MLT,GDP Growth Rate (%),0.41714285714285715,Advanced Economies,Advanced Economies
MMR,2021.0,66.68,Low Income Developing Countries,Emerging and Developing Asia
MMR,2022.0,66.64,Low Income Developing Countries,Emerging and Developing Asia
MMR,2023.0,68.3,Low Income Developing Countries,Emerging and Developing Asia
MMR,2024.0,70.03,Low Income Developing Countries,Emerging and Developing Asia
MMR,2025.0,71.72,Low Income Developing Countries,Emerging and Developing Asia
MMR,2026.0,73.49,Low Income Developing Countries,Emerging and Developing Asia
MMR,2027.0,75.31,Low Income Developing Countries,Emerging and Developing Asia
MMR,2028.0,77.17,Low Income Developing Countries,Emerging and Developing Asia
MMR,2029.0,79.08,Low Income Developing Countries,Emerging and Developing Asia
MMR,2030.0,81.03,Low Income Developing Countries,Emerging and Developing Asia
MMR,Mean 10-Year GDP ($Bn),72.945,Low Income Developing Countries,Emerging and Developing Asia
MMR,GDP Growth Rate (%),0.21520695860827824,Low Income Developing Countries,Emerging and Developing Asia
MNE,2021.0,5.12,Emerging Market Economies,Emerging and Developing Europe
MNE,2022.0,5.41,Emerging Market Economies,Emerging and Developing Europe
MNE,2023.0,5.6,Emerging Market Economies,Emerging and Developing Europe
MNE,2024.0,5.78,Emerging Market Economies,Emerging and Developing Europe
MNE,2025.0,5.95,Emerging Market Economies,Emerging and Developing Europe
MNE,2026.0,6.12,Emerging Market Economies,Emerging and Developing Europe
MNE,2027.0,6.3,Emerging Market Economies,Emerging and Developing Europe
MNE,2028.0,6.48,Emerging Market Economies,Emerging and Developing Europe
MNE,2029.0,6.67,Emerging Market Economies,Emerging and Developing Europe
MNE,2030.0,6.86,Emerging Market Economies,Emerging and Developing Europe
MNE,Mean 10-Year GDP ($Bn),6.029000000000001,Emerging Market Economies,Emerging and Developing Europe
MNE,GDP Growth Rate (%),0.33984375000000006,Emerging Market Economies,Emerging and Developing Europe
MNG,2021.0,13.82,Emerging Market Economies,Emerging and Developing Asia
MNG,2022.0,14.86,Emerging Market Economies,Emerging and Developing Asia
MNG,2023.0,15.82,Emerging Market Economies,Emerging and Developing Asia
MNG,2024.0,16.77,Emerging Market Economies,Emerging and Developing Asia
MNG,2025.0,17.69,Emerging Market Economies,Emerging and Developing Asia
MNG,2026.0,18.58,Emerging Market Economies,Emerging and Developing Asia
MNG,2027.0,19.51,Emerging Market Economies,Emerging and Developing Asia
MNG,2028.0,20.48,Emerging Market Economies,Emerging and Developing Asia
MNG,2029.0,21.51,Emerging Market Economies,Emerging and Developing Asia
MNG,2030.0,22.58,Emerging Market Economies,Emerging and Developing Asia
MNG,Mean 10-Year GDP ($Bn),18.162,Emerging Market Economies,Emerging and Developing Asia
MNG,GDP Growth Rate (%),0.6338639652677278,Emerging Market Economies,Emerging and Developing Asia
MOZ,2021.0,14.37,Low Income Developing Countries,Sub-Sahara Africa
MOZ,2022.0,15.14,Low Income Developing Countries,Sub-Sahara Africa
MOZ,2023.0,17.05,Low Income Developing Countries,Sub-Sahara Africa
MOZ,2024.0,17.65,Low Income Developing Countries,Sub-Sahara Africa
MOZ,2025.0,18.28,Low Income Developing Countries,Sub-Sahara Africa
MOZ,2026.0,20.82,Low Income Developing Countries,Sub-Sahara Africa
MOZ,2027.0,23.72,Low Income Developing Countries,Sub-Sahara Africa
MOZ,2028.0,27.03,Low Income Developing Countries,Sub-Sahara Africa
MOZ,2029.0,30.79,Low Income Developing Countries,Sub-Sahara Africa
MOZ,2030.0,35.09,Low Income Developing Countries,Sub-Sahara Africa
MOZ,Mean 10-Year GDP ($Bn),21.994,Low Income Developing Countries,Sub-Sahara Africa
MOZ,GDP Growth Rate (%),1.4418928322894924,Low Income Developing Countries,Sub-Sahara Africa
MRT,2021.0,8.33,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,2022.0,8.75,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,2023.0,9.5,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,2024.0,10.01,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,2025.0,10.4,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,2026.0,10.84,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,2027.0,11.29,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,2028.0,11.76,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,2029.0,12.25,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,2030.0,12.77,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,Mean 10-Year GDP ($Bn),10.59,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,GDP Growth Rate (%),0.5330132052821128,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MUS,2021.0,11.47,Emerging Market Economies,Sub-Sahara Africa
MUS,2022.0,12.24,Emerging Market Economies,Sub-Sahara Africa
MUS,2023.0,12.72,Emerging Market Economies,Sub-Sahara Africa
MUS,2024.0,13.17,Emerging Market Economies,Sub-Sahara Africa
MUS,2025.0,13.6,Emerging Market Economies,Sub-Sahara Africa
MUS,2026.0,14.05,Emerging Market Economies,Sub-Sahara Africa
MUS,2027.0,14.52,Emerging Market Economies,Sub-Sahara Africa
MUS,2028.0,15.0,Emerging Market Economies,Sub-Sahara Africa
MUS,2029.0,15.49,Emerging Market Economies,Sub-Sahara Africa
MUS,2030.0,16.0,Emerging Market Economies,Sub-Sahara Africa
MUS,Mean 10-Year GDP ($Bn),13.826,Emerging Market Economies,Sub-Sahara Africa
MUS,GDP Growth Rate (%),0.3949433304272013,Emerging Market Economies,Sub-Sahara Africa
MWI,2021.0,12.11,Low Income Developing Countries,Sub-Sahara Africa
MWI,2022.0,12.47,Low Income Developing Countries,Sub-Sahara Africa
MWI,2023.0,13.03,Low Income Developing Countries,Sub-Sahara Africa
MWI,2024.0,13.68,Low Income Developing Countries,Sub-Sahara Africa
MWI,2025.0,14.5,Low Income Developing Countries,Sub-Sahara Africa
