"","ISO3","income_group","region","decile","pop"
"1195","ARG","Emerging Market Economies","Latin America and the Caribbean","8",1180028
"1196","ARM","Emerging Market Economies","Caucasus and Central Asia","8",110057
"1197","AUS","Advanced Economies","Advanced Economies","8",236527
"1198","AUT","Advanced Economies","Advanced Economies","8",377525
"1199","AZE","Emerging Market Economies","Caucasus and Central Asia","8",672328
"1200","BHR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",449411
"1201","BGD","Low Income Developing Countries","Emerging and Developing Asia","8",13371435
"1202","BRB","Emerging Market Economies","Latin America and the Caribbean","8",9142
"1203","BLR","Emerging Market Economies","Emerging and Developing Europe","8",222546
"1204","BEL","Advanced Economies","Advanced Economies","8",378695
"1205","BLZ","Emerging Market Economies","Latin America and the Caribbean","8",0
"1206","BEN","Low Income Developing Countries","Sub-Sahara Africa","8",1398367
"1207","BTN","Low Income Developing Countries","Emerging and Developing Asia","8",49076
"1208","BOL","Emerging Market Economies","Latin America and the Caribbean","8",432711
"1209","BIH","Emerging Market Economies","Emerging and Developing Europe","8",237766
"1210","BWA","Emerging Market Economies","Sub-Sahara Africa","8",200897
"1211","BRA","Emerging Market Economies","Latin America and the Caribbean","8",5864607
"1212","BRN","Emerging Market Economies","Emerging and Developing Asia","8",5298
"1213","BGR","Emerging Market Economies","Emerging and Developing Europe","8",187828
"1214","BFA","Low Income Developing Countries","Sub-Sahara Africa","8",1704370
"1215","BDI","Low Income Developing Countries","Sub-Sahara Africa","8",877354
"1216","CPV","Emerging Market Economies","Sub-Sahara Africa","8",10136
"1217","KHM","Low Income Developing Countries","Emerging and Developing Asia","8",1410596
"1218","CMR","Low Income Developing Countries","Sub-Sahara Africa","8",1721255
"1219","CAN","Advanced Economies","Advanced Economies","8",776556
"1220","TCD","Low Income Developing Countries","Sub-Sahara Africa","8",1405231
"1221","CHL","Emerging Market Economies","Latin America and the Caribbean","8",1117840
"1222","CHN","Emerging Market Economies","Emerging and Developing Asia","8",67306422
"1223","COL","Emerging Market Economies","Latin America and the Caribbean","8",1872692
"1224","COD","Low Income Developing Countries","Sub-Sahara Africa","8",9533380
"1225","COG","Low Income Developing Countries","Sub-Sahara Africa","8",165314
"1226","CRI","Emerging Market Economies","Latin America and the Caribbean","8",429932
"1227","CIV","Low Income Developing Countries","Sub-Sahara Africa","8",1313540
"1228","HRV","Emerging Market Economies","Emerging and Developing Europe","8",155680
"1229","CYP","Advanced Economies","Advanced Economies","8",158721
"1230","CZE","Advanced Economies","Advanced Economies","8",855444
"1231","DNK","Advanced Economies","Advanced Economies","8",423664
"1232","DJI","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","8",52391
"1233","DMA","Emerging Market Economies","Latin America and the Caribbean","8",5261
"1234","DOM","Emerging Market Economies","Latin America and the Caribbean","8",293410
"1235","ECU","Emerging Market Economies","Latin America and the Caribbean","8",490292
"1236","EGY","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",5629749
"1237","SLV","Emerging Market Economies","Latin America and the Caribbean","8",340918
"1238","EST","Advanced Economies","Advanced Economies","8",24066
"1239","SWZ","Emerging Market Economies","Sub-Sahara Africa","8",111941
"1240","ETH","Low Income Developing Countries","Sub-Sahara Africa","8",5429523
"1241","FJI","Emerging Market Economies","Emerging and Developing Asia","8",20819
"1242","FIN","Advanced Economies","Advanced Economies","8",668804
"1243","FRA","Advanced Economies","Advanced Economies","8",2905189
"1244","GAB","Emerging Market Economies","Sub-Sahara Africa","8",78372
"1245","GMB","Low Income Developing Countries","Sub-Sahara Africa","8",60435
"1246","GEO","Emerging Market Economies","Caucasus and Central Asia","8",145944
"1247","DEU","Advanced Economies","Advanced Economies","8",5294231
"1248","GHA","Low Income Developing Countries","Sub-Sahara Africa","8",2162205
"1249","GRC","Advanced Economies","Advanced Economies","8",541494
"1250","GRD","Emerging Market Economies","Latin America and the Caribbean","8",0
"1251","GTM","Emerging Market Economies","Latin America and the Caribbean","8",1455767
"1252","GIN","Low Income Developing Countries","Sub-Sahara Africa","8",1089309
"1253","GUY","Emerging Market Economies","Latin America and the Caribbean","8",36519
"1254","HTI","Low Income Developing Countries","Latin America and the Caribbean","8",959584
"1255","HND","Low Income Developing Countries","Latin America and the Caribbean","8",434368
"1256","HKG","Advanced Economies","Advanced Economies","8",480537
"1257","HUN","Emerging Market Economies","Emerging and Developing Europe","8",437944
"1258","ISL","Advanced Economies","Advanced Economies","8",4072
"1259","IND","Emerging Market Economies","Emerging and Developing Asia","8",115857147
"1260","IDN","Emerging Market Economies","Emerging and Developing Asia","8",13447414
"1261","IRN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",4729391
"1262","IRQ","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",1696424
"1263","IRL","Advanced Economies","Advanced Economies","8",260451
"1264","ISR","Advanced Economies","Advanced Economies","8",0
"1265","ITA","Advanced Economies","Advanced Economies","8",5141989
"1266","JAM","Emerging Market Economies","Latin America and the Caribbean","8",153020
"1267","JPN","Advanced Economies","Advanced Economies","8",3140557
"1268","JOR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",235455
"1269","KAZ","Emerging Market Economies","Caucasus and Central Asia","8",506399
"1270","KEN","Low Income Developing Countries","Sub-Sahara Africa","8",6161664
"1271","KOR","Advanced Economies","Advanced Economies","8",1129179
"1272","KWT","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0
"1273","KGZ","Low Income Developing Countries","Caucasus and Central Asia","8",201954
"1274","LAO","Low Income Developing Countries","Emerging and Developing Asia","8",370962
"1275","LVA","Advanced Economies","Advanced Economies","8",73869
"1276","LBN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",729352
"1277","LSO","Low Income Developing Countries","Sub-Sahara Africa","8",68052
"1278","LBR","Low Income Developing Countries","Sub-Sahara Africa","8",297999
"1279","LBY","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",344429
"1280","LTU","Advanced Economies","Advanced Economies","8",109818
"1281","LUX","Advanced Economies","Advanced Economies","8",18837
"1282","MDG","Low Income Developing Countries","Sub-Sahara Africa","8",2435083
"1283","MWI","Low Income Developing Countries","Sub-Sahara Africa","8",1612755
"1284","MYS","Emerging Market Economies","Emerging and Developing Asia","8",1414174
"1285","MLI","Low Income Developing Countries","Sub-Sahara Africa","8",1735601
"1286","MLT","Advanced Economies","Advanced Economies","8",41358
"1287","MUS","Emerging Market Economies","Sub-Sahara Africa","8",84698
"1288","MEX","Emerging Market Economies","Latin America and the Caribbean","8",4436311
"1289","MDA","Low Income Developing Countries","Emerging and Developing Europe","8",175842
"1290","MNG","Emerging Market Economies","Emerging and Developing Asia","8",64047
"1291","MNE","Emerging Market Economies","Emerging and Developing Europe","8",40806
"1292","MAR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",2085608
"1293","MOZ","Low Income Developing Countries","Sub-Sahara Africa","8",1561246
"1294","MMR","Low Income Developing Countries","Emerging and Developing Asia","8",2614765
"1295","NAM","Emerging Market Economies","Sub-Sahara Africa","8",160876
"1296","NPL","Low Income Developing Countries","Emerging and Developing Asia","8",1628631
"1297","NLD","Advanced Economies","Advanced Economies","8",948100
"1298","NZL","Advanced Economies","Advanced Economies","8",98338
"1299","NIC","Low Income Developing Countries","Latin America and the Caribbean","8",567799
"1300","NER","Low Income Developing Countries","Sub-Sahara Africa","8",1783025
"1301","NGA","Low Income Developing Countries","Sub-Sahara Africa","8",18414837
"1302","NOR","Advanced Economies","Advanced Economies","8",90446
"1303","OMN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",144384
"1304","PAK","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",6594664
"1305","PAN","Emerging Market Economies","Latin America and the Caribbean","8",150755
"1306","PNG","Low Income Developing Countries","Emerging and Developing Asia","8",815133
"1307","PRY","Emerging Market Economies","Latin America and the Caribbean","8",313086
"1308","PER","Emerging Market Economies","Latin America and the Caribbean","8",834480
"1309","PHL","Emerging Market Economies","Emerging and Developing Asia","8",6036196
"1310","POL","Emerging Market Economies","Emerging and Developing Europe","8",2464578
"1311","PRT","Advanced Economies","Advanced Economies","8",275697
"1312","PRI","Advanced Economies","Advanced Economies","8",256072
"1313","QAT","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0
"1314","ROU","Emerging Market Economies","Emerging and Developing Europe","8",756455
"1315","RUS","Emerging Market Economies","Emerging and Developing Europe","8",5550855
"1316","RWA","Low Income Developing Countries","Sub-Sahara Africa","8",1491102
"1317","WSM","Emerging Market Economies","Emerging and Developing Asia","8",10085
"1318","SMR","Advanced Economies","Advanced Economies","8",1152
"1319","SAU","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",641015
"1320","SEN","Low Income Developing Countries","Sub-Sahara Africa","8",1225212
"1321","SRB","Emerging Market Economies","Emerging and Developing Europe","8",217368
"1322","SYC","Emerging Market Economies","Sub-Sahara Africa","8",7642
"1323","SLE","Low Income Developing Countries","Sub-Sahara Africa","8",296193
"1324","SGP","Advanced Economies","Advanced Economies","8",717676
"1325","SVK","Advanced Economies","Advanced Economies","8",480352
"1326","SVN","Advanced Economies","Advanced Economies","8",96839
"1327","SLB","Low Income Developing Countries","Emerging and Developing Asia","8",37664
"1328","SOM","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","8",600006
"1329","ZAF","Emerging Market Economies","Sub-Sahara Africa","8",2953643
"1330","SSD","Low Income Developing Countries","Sub-Sahara Africa","8",917893
"1331","ESP","Advanced Economies","Advanced Economies","8",2122346
"1332","LKA","Emerging Market Economies","Emerging and Developing Asia","8",1463483
"1333","SDN","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","8",3122126
"1334","SUR","Emerging Market Economies","Latin America and the Caribbean","8",8755
"1335","SWE","Advanced Economies","Advanced Economies","8",372168
"1336","CHE","Advanced Economies","Advanced Economies","8",473616
"1337","SYR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",2501880
"1338","TWN","Advanced Economies","Advanced Economies","8",1166791
"1339","TJK","Low Income Developing Countries","Caucasus and Central Asia","8",430430
"1340","TZA","Low Income Developing Countries","Sub-Sahara Africa","8",4977865
"1341","THA","Emerging Market Economies","Emerging and Developing Asia","8",4357223
"1342","TLS","Low Income Developing Countries","Emerging and Developing Asia","8",47916
"1343","TGO","Low Income Developing Countries","Sub-Sahara Africa","8",351418
"1344","TON","Emerging Market Economies","Emerging and Developing Asia","8",2779
"1345","TTO","Emerging Market Economies","Latin America and the Caribbean","8",154584
"1346","TUN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",703228
"1347","TUR","Emerging Market Economies","Emerging and Developing Europe","8",1301584
"1348","TKM","Emerging Market Economies","Caucasus and Central Asia","8",0
"1349","UGA","Low Income Developing Countries","Sub-Sahara Africa","8",2804744
"1350","UKR","Emerging Market Economies","Emerging and Developing Europe","8",2057871
"1351","ARE","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",431615
"1352","GBR","Advanced Economies","Advanced Economies","8",5757545
"1353","USA","Advanced Economies","Advanced Economies","8",5266334
"1354","URY","Emerging Market Economies","Latin America and the Caribbean","8",10080
"1355","UZB","Low Income Developing Countries","Caucasus and Central Asia","8",2039793
"1356","VUT","Emerging Market Economies","Emerging and Developing Asia","8",13781
"1357","VEN","Emerging Market Economies","Latin America and the Caribbean","8",1340043
"1358","VNM","Low Income Developing Countries","Emerging and Developing Asia","8",6312007
"1359","ZMB","Low Income Developing Countries","Sub-Sahara Africa","8",1109872
"1360","ZWE","Low Income Developing Countries","Sub-Sahara Africa","8",1205304
"1361","AFG","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","9",1893471
"1362","ALB","Emerging Market Economies","Emerging and Developing Europe","9",61259
"1363","DZA","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",1739151
"1364","AGO","Emerging Market Economies","Sub-Sahara Africa","9",556729
"1365","ARG","Emerging Market Economies","Latin America and the Caribbean","9",586526
"1366","ARM","Emerging Market Economies","Caucasus and Central Asia","9",210800
"1367","AUS","Advanced Economies","Advanced Economies","9",168960
"1368","AUT","Advanced Economies","Advanced Economies","9",320300
"1369","AZE","Emerging Market Economies","Caucasus and Central Asia","9",506538
"1370","BHR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0
"1371","BGD","Low Income Developing Countries","Emerging and Developing Asia","9",11849044
"1372","BRB","Emerging Market Economies","Latin America and the Caribbean","9",9118
"1373","BLR","Emerging Market Economies","Emerging and Developing Europe","9",196132
"1374","BEL","Advanced Economies","Advanced Economies","9",571235
"1375","BLZ","Emerging Market Economies","Latin America and the Caribbean","9",46413
"1376","BEN","Low Income Developing Countries","Sub-Sahara Africa","9",1261314
"1377","BTN","Low Income Developing Countries","Emerging and Developing Asia","9",52487
"1378","BOL","Emerging Market Economies","Latin America and the Caribbean","9",355203
"1379","BIH","Emerging Market Economies","Emerging and Developing Europe","9",151687
"1380","BWA","Emerging Market Economies","Sub-Sahara Africa","9",129470
"1381","BRA","Emerging Market Economies","Latin America and the Caribbean","9",5807064
"1382","BRN","Emerging Market Economies","Emerging and Developing Asia","9",3058
"1383","BGR","Emerging Market Economies","Emerging and Developing Europe","9",151699
"1384","BFA","Low Income Developing Countries","Sub-Sahara Africa","9",1406767
"1385","BDI","Low Income Developing Countries","Sub-Sahara Africa","9",835136
"1386","CPV","Emerging Market Economies","Sub-Sahara Africa","9",26923
"1387","KHM","Low Income Developing Countries","Emerging and Developing Asia","9",996694
"1388","CMR","Low Income Developing Countries","Sub-Sahara Africa","9",1463821
"1389","CAN","Advanced Economies","Advanced Economies","9",419382
"1390","TCD","Low Income Developing Countries","Sub-Sahara Africa","9",1227352
"1391","CHL","Emerging Market Economies","Latin America and the Caribbean","9",159289
"1392","CHN","Emerging Market Economies","Emerging and Developing Asia","9",54791086
"1393","COL","Emerging Market Economies","Latin America and the Caribbean","9",1585739
"1394","COD","Low Income Developing Countries","Sub-Sahara Africa","9",6481143
"1395","COG","Low Income Developing Countries","Sub-Sahara Africa","9",122272
"1396","CRI","Emerging Market Economies","Latin America and the Caribbean","9",256916
"1397","CIV","Low Income Developing Countries","Sub-Sahara Africa","9",1425197
"1398","HRV","Emerging Market Economies","Emerging and Developing Europe","9",152485
"1399","CYP","Advanced Economies","Advanced Economies","9",0
"1400","CZE","Advanced Economies","Advanced Economies","9",975595
"1401","DNK","Advanced Economies","Advanced Economies","9",322165
"1402","DJI","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","9",28858
"1403","DMA","Emerging Market Economies","Latin America and the Caribbean","9",5159
"1404","DOM","Emerging Market Economies","Latin America and the Caribbean","9",206840
"1405","ECU","Emerging Market Economies","Latin America and the Caribbean","9",564645
"1406","EGY","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",2113306
"1407","SLV","Emerging Market Economies","Latin America and the Caribbean","9",196355
"1408","EST","Advanced Economies","Advanced Economies","9",19273
"1409","SWZ","Emerging Market Economies","Sub-Sahara Africa","9",62547
"1410","ETH","Low Income Developing Countries","Sub-Sahara Africa","9",5520426
"1411","FJI","Emerging Market Economies","Emerging and Developing Asia","9",49908
"1412","FIN","Advanced Economies","Advanced Economies","9",190643
"1413","FRA","Advanced Economies","Advanced Economies","9",2481921
"1414","GAB","Emerging Market Economies","Sub-Sahara Africa","9",63471
"1415","GMB","Low Income Developing Countries","Sub-Sahara Africa","9",66290
"1416","GEO","Emerging Market Economies","Caucasus and Central Asia","9",104014
"1417","DEU","Advanced Economies","Advanced Economies","9",4742870
"1418","GHA","Low Income Developing Countries","Sub-Sahara Africa","9",2292407
"1419","GRC","Advanced Economies","Advanced Economies","9",519823
"1420","GRD","Emerging Market Economies","Latin America and the Caribbean","9",4065
"1421","GTM","Emerging Market Economies","Latin America and the Caribbean","9",1483695
"1422","GIN","Low Income Developing Countries","Sub-Sahara Africa","9",724522
"1423","GUY","Emerging Market Economies","Latin America and the Caribbean","9",22515
"1424","HTI","Low Income Developing Countries","Latin America and the Caribbean","9",853354
"1425","HND","Low Income Developing Countries","Latin America and the Caribbean","9",380697
"1426","HKG","Advanced Economies","Advanced Economies","9",892382
"1427","HUN","Emerging Market Economies","Emerging and Developing Europe","9",387364
"1428","ISL","Advanced Economies","Advanced Economies","9",2154
"1429","IND","Emerging Market Economies","Emerging and Developing Asia","9",75748349
"1430","IDN","Emerging Market Economies","Emerging and Developing Asia","9",12356499
"1431","IRN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",4488920
"1432","IRQ","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",1992332
"1433","IRL","Advanced Economies","Advanced Economies","9",479714
"1434","ISR","Advanced Economies","Advanced Economies","9",1256413
"1435","ITA","Advanced Economies","Advanced Economies","9",2575915
"1436","JAM","Emerging Market Economies","Latin America and the Caribbean","9",93450
"1437","JPN","Advanced Economies","Advanced Economies","9",1762271
"1438","JOR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",69274
"1439","KAZ","Emerging Market Economies","Caucasus and Central Asia","9",439276
"1440","KEN","Low Income Developing Countries","Sub-Sahara Africa","9",6012335
"1441","KOR","Advanced Economies","Advanced Economies","9",788486
"1442","KWT","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",708964
"1443","KGZ","Low Income Developing Countries","Caucasus and Central Asia","9",193017
"1444","LAO","Low Income Developing Countries","Emerging and Developing Asia","9",430107
"1445","LVA","Advanced Economies","Advanced Economies","9",106840
"1446","LBN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",193571
"1447","LSO","Low Income Developing Countries","Sub-Sahara Africa","9",113134
"1448","LBR","Low Income Developing Countries","Sub-Sahara Africa","9",162647
"1449","LBY","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",153985
"1450","LTU","Advanced Economies","Advanced Economies","9",112308
"1451","LUX","Advanced Economies","Advanced Economies","9",5155
"1452","MDG","Low Income Developing Countries","Sub-Sahara Africa","9",2276407
"1453","MWI","Low Income Developing Countries","Sub-Sahara Africa","9",804804
"1454","MYS","Emerging Market Economies","Emerging and Developing Asia","9",967331
"1455","MLI","Low Income Developing Countries","Sub-Sahara Africa","9",889595
"1456","MLT","Advanced Economies","Advanced Economies","9",14374
"1457","MUS","Emerging Market Economies","Sub-Sahara Africa","9",66189
"1458","MEX","Emerging Market Economies","Latin America and the Caribbean","9",4220057
"1459","MDA","Low Income Developing Countries","Emerging and Developing Europe","9",239168
"1460","MNG","Emerging Market Economies","Emerging and Developing Asia","9",56700
"1461","MNE","Emerging Market Economies","Emerging and Developing Europe","9",10782
"1462","MAR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",2158111
"1463","MOZ","Low Income Developing Countries","Sub-Sahara Africa","9",866079
"1464","MMR","Low Income Developing Countries","Emerging and Developing Asia","9",3016925
"1465","NAM","Emerging Market Economies","Sub-Sahara Africa","9",138449
"1466","NPL","Low Income Developing Countries","Emerging and Developing Asia","9",1544467
"1467","NLD","Advanced Economies","Advanced Economies","9",914924
"1468","NZL","Advanced Economies","Advanced Economies","9",69697
"1469","NIC","Low Income Developing Countries","Latin America and the Caribbean","9",723023
"1470","NER","Low Income Developing Countries","Sub-Sahara Africa","9",2539923
"1471","NGA","Low Income Developing Countries","Sub-Sahara Africa","9",19352850
"1472","NOR","Advanced Economies","Advanced Economies","9",64381
"1473","OMN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",238557
"1474","PAK","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",4738713
"1475","PAN","Emerging Market Economies","Latin America and the Caribbean","9",62392
"1476","PNG","Low Income Developing Countries","Emerging and Developing Asia","9",716009
"1477","PRY","Emerging Market Economies","Latin America and the Caribbean","9",309162
"1478","PER","Emerging Market Economies","Latin America and the Caribbean","9",1416385
"1479","PHL","Emerging Market Economies","Emerging and Developing Asia","9",4874726
"1480","POL","Emerging Market Economies","Emerging and Developing Europe","9",2276412
"1481","PRT","Advanced Economies","Advanced Economies","9",261983
"1482","PRI","Advanced Economies","Advanced Economies","9",170303
"1483","QAT","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",602510
"1484","ROU","Emerging Market Economies","Emerging and Developing Europe","9",691942
"1485","RUS","Emerging Market Economies","Emerging and Developing Europe","9",4934217
"1486","RWA","Low Income Developing Countries","Sub-Sahara Africa","9",1317869
"1487","WSM","Emerging Market Economies","Emerging and Developing Asia","9",10440
"1488","SMR","Advanced Economies","Advanced Economies","9",1576
"1489","SAU","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",801960
"1490","SEN","Low Income Developing Countries","Sub-Sahara Africa","9",993531
"1491","SRB","Emerging Market Economies","Emerging and Developing Europe","9",260685
"1492","SYC","Emerging Market Economies","Sub-Sahara Africa","9",12131
"1493","SLE","Low Income Developing Countries","Sub-Sahara Africa","9",173634
"1494","SGP","Advanced Economies","Advanced Economies","9",0
"1495","SVK","Advanced Economies","Advanced Economies","9",365581
"1496","SVN","Advanced Economies","Advanced Economies","9",97383
"1497","SLB","Low Income Developing Countries","Emerging and Developing Asia","9",25669
"1498","SOM","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","9",470035
"1499","ZAF","Emerging Market Economies","Sub-Sahara Africa","9",2428694
"1500","SSD","Low Income Developing Countries","Sub-Sahara Africa","9",549475
"1501","ESP","Advanced Economies","Advanced Economies","9",1131076
"1502","LKA","Emerging Market Economies","Emerging and Developing Asia","9",1279443
"1503","SDN","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","9",1569560
"1504","SUR","Emerging Market Economies","Latin America and the Caribbean","9",18876
"1505","SWE","Advanced Economies","Advanced Economies","9",281935
"1506","CHE","Advanced Economies","Advanced Economies","9",365102
"1507","SYR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",2355085
"1508","TWN","Advanced Economies","Advanced Economies","9",839826
"1509","TJK","Low Income Developing Countries","Caucasus and Central Asia","9",286218
"1510","TZA","Low Income Developing Countries","Sub-Sahara Africa","9",4249655
"1511","THA","Emerging Market Economies","Emerging and Developing Asia","9",3985272
"1512","TLS","Low Income Developing Countries","Emerging and Developing Asia","9",46523
"1513","TGO","Low Income Developing Countries","Sub-Sahara Africa","9",381329
"1514","TON","Emerging Market Economies","Emerging and Developing Asia","9",0
"1515","TTO","Emerging Market Economies","Latin America and the Caribbean","9",107413
"1516","TUN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",619828
"1517","TUR","Emerging Market Economies","Emerging and Developing Europe","9",899840
"1518","TKM","Emerging Market Economies","Caucasus and Central Asia","9",1748459
"1519","UGA","Low Income Developing Countries","Sub-Sahara Africa","9",2935393
"1520","UKR","Emerging Market Economies","Emerging and Developing Europe","9",1629670
"1521","ARE","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",2863046
"1522","GBR","Advanced Economies","Advanced Economies","9",4305028
"1523","USA","Advanced Economies","Advanced Economies","9",3811996
"1524","URY","Emerging Market Economies","Latin America and the Caribbean","9",5017
"1525","UZB","Low Income Developing Countries","Caucasus and Central Asia","9",2209364
"1526","VUT","Emerging Market Economies","Emerging and Developing Asia","9",13939
"1527","VEN","Emerging Market Economies","Latin America and the Caribbean","9",1506889
"1528","VNM","Low Income Developing Countries","Emerging and Developing Asia","9",5014270
"1529","ZMB","Low Income Developing Countries","Sub-Sahara Africa","9",970553
"1530","ZWE","Low Income Developing Countries","Sub-Sahara Africa","9",701252
"1531","AFG","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","10",1028675
"1532","ALB","Emerging Market Economies","Emerging and Developing Europe","10",40289
"1533","DZA","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",1956872
"1534","AGO","Emerging Market Economies","Sub-Sahara Africa","10",371660
"1535","ARG","Emerging Market Economies","Latin America and the Caribbean","10",325953
"1536","ARM","Emerging Market Economies","Caucasus and Central Asia","10",153801
"1537","AUS","Advanced Economies","Advanced Economies","10",108439
"1538","AUT","Advanced Economies","Advanced Economies","10",229592
"1539","AZE","Emerging Market Economies","Caucasus and Central Asia","10",332834
"1540","BHR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",239097
"1541","BGD","Low Income Developing Countries","Emerging and Developing Asia","10",7160951
"1542","BRB","Emerging Market Economies","Latin America and the Caribbean","10",10137
"1543","BLR","Emerging Market Economies","Emerging and Developing Europe","10",181720
"1544","BEL","Advanced Economies","Advanced Economies","10",339246
"1545","BLZ","Emerging Market Economies","Latin America and the Caribbean","10",36682
"1546","BEN","Low Income Developing Countries","Sub-Sahara Africa","10",1084110
"1547","BTN","Low Income Developing Countries","Emerging and Developing Asia","10",28107
"1548","BOL","Emerging Market Economies","Latin America and the Caribbean","10",295488
"1549","BIH","Emerging Market Economies","Emerging and Developing Europe","10",101618
"1550","BWA","Emerging Market Economies","Sub-Sahara Africa","10",57031
"1551","BRA","Emerging Market Economies","Latin America and the Caribbean","10",5914041
"1552","BRN","Emerging Market Economies","Emerging and Developing Asia","10",838
"1553","BGR","Emerging Market Economies","Emerging and Developing Europe","10",97640
"1554","BFA","Low Income Developing Countries","Sub-Sahara Africa","10",1503143
"1555","BDI","Low Income Developing Countries","Sub-Sahara Africa","10",594002
"1556","CPV","Emerging Market Economies","Sub-Sahara Africa","10",22894
"1557","KHM","Low Income Developing Countries","Emerging and Developing Asia","10",431118
"1558","CMR","Low Income Developing Countries","Sub-Sahara Africa","10",898226
"1559","CAN","Advanced Economies","Advanced Economies","10",46720
"1560","TCD","Low Income Developing Countries","Sub-Sahara Africa","10",798065
"1561","CHL","Emerging Market Economies","Latin America and the Caribbean","10",50527
"1562","CHN","Emerging Market Economies","Emerging and Developing Asia","10",23155699
"1563","COL","Emerging Market Economies","Latin America and the Caribbean","10",1759422
"1564","COD","Low Income Developing Countries","Sub-Sahara Africa","10",3731158
"1565","COG","Low Income Developing Countries","Sub-Sahara Africa","10",12460
"1566","CRI","Emerging Market Economies","Latin America and the Caribbean","10",230584
"1567","CIV","Low Income Developing Countries","Sub-Sahara Africa","10",869467
"1568","HRV","Emerging Market Economies","Emerging and Developing Europe","10",85136
"1569","CYP","Advanced Economies","Advanced Economies","10",119242
"1570","CZE","Advanced Economies","Advanced Economies","10",661110
"1571","DNK","Advanced Economies","Advanced Economies","10",268441
"1572","DJI","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","10",68738
"1573","DMA","Emerging Market Economies","Latin America and the Caribbean","10",1325
"1574","DOM","Emerging Market Economies","Latin America and the Caribbean","10",251597
"1575","ECU","Emerging Market Economies","Latin America and the Caribbean","10",287320
"1576","EGY","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",849927
"1577","SLV","Emerging Market Economies","Latin America and the Caribbean","10",144015
"1578","EST","Advanced Economies","Advanced Economies","10",10839
"1579","SWZ","Emerging Market Economies","Sub-Sahara Africa","10",63796
"1580","ETH","Low Income Developing Countries","Sub-Sahara Africa","10",3344327
"1581","FJI","Emerging Market Economies","Emerging and Developing Asia","10",18159
"1582","FIN","Advanced Economies","Advanced Economies","10",398878
"1583","FRA","Advanced Economies","Advanced Economies","10",1793909
"1584","GAB","Emerging Market Economies","Sub-Sahara Africa","10",43184
"1585","GMB","Low Income Developing Countries","Sub-Sahara Africa","10",37663
"1586","GEO","Emerging Market Economies","Caucasus and Central Asia","10",41857
