"","income_group","region","decile","value"
"1285","Low Income Developing Countries","Sub-Sahara Africa","8",0.117222
"1286","Advanced Economies","Advanced Economies","8",9.1e-05
"1287","Emerging Market Economies","Sub-Sahara Africa","8",0.000259
"1288","Emerging Market Economies","Latin America and the Caribbean","8",0.221402
"1289","Low Income Developing Countries","Emerging and Developing Europe","8",0.002772
"1290","Emerging Market Economies","Emerging and Developing Asia","8",0.178844
"1291","Emerging Market Economies","Emerging and Developing Europe","8",0.00226
"1292","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.040947
"1293","Low Income Developing Countries","Sub-Sahara Africa","8",0.106352
"1294","Low Income Developing Countries","Emerging and Developing Asia","8",0.080895
"1295","Emerging Market Economies","Sub-Sahara Africa","8",0.135254
"1296","Low Income Developing Countries","Emerging and Developing Asia","8",0.011042
"1297","Advanced Economies","Advanced Economies","8",0.004368
"1298","Advanced Economies","Advanced Economies","8",0.044576
"1299","Low Income Developing Countries","Latin America and the Caribbean","8",0.016104
"1300","Low Income Developing Countries","Sub-Sahara Africa","8",0.059618
"1301","Low Income Developing Countries","Sub-Sahara Africa","8",0.117744
"1302","Advanced Economies","Advanced Economies","8",0.05106
"1303","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.014454
"1304","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.040636
"1305","Emerging Market Economies","Latin America and the Caribbean","8",0.012146
"1306","Low Income Developing Countries","Emerging and Developing Asia","8",0.054504
"1307","Emerging Market Economies","Latin America and the Caribbean","8",0.024401
"1308","Emerging Market Economies","Latin America and the Caribbean","8",0.084248
"1309","Emerging Market Economies","Emerging and Developing Asia","8",0.040912
"1310","Emerging Market Economies","Emerging and Developing Europe","8",0.038874
"1311","Advanced Economies","Advanced Economies","8",0.010508
"1312","Advanced Economies","Advanced Economies","8",0.001155
"1313","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0
"1314","Emerging Market Economies","Emerging and Developing Europe","8",0.025349
"1315","Emerging Market Economies","Emerging and Developing Europe","8",1.055604
"1316","Low Income Developing Countries","Sub-Sahara Africa","8",0.003754
"1317","Emerging Market Economies","Emerging and Developing Asia","8",0.000296
"1318","Advanced Economies","Advanced Economies","8",3e-06
"1319","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.088292
"1320","Low Income Developing Countries","Sub-Sahara Africa","8",0.035244
"1321","Emerging Market Economies","Emerging and Developing Europe","8",0.006471
"1322","Emerging Market Economies","Sub-Sahara Africa","8",2.7e-05
"1323","Low Income Developing Countries","Sub-Sahara Africa","8",0.005377
"1324","Advanced Economies","Advanced Economies","8",0.00013
"1325","Advanced Economies","Advanced Economies","8",0.006743
"1326","Advanced Economies","Advanced Economies","8",0.002068
"1327","Low Income Developing Countries","Emerging and Developing Asia","8",0.005138
"1328","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","8",0.078829
"1329","Emerging Market Economies","Sub-Sahara Africa","8",0.13424
"1330","Low Income Developing Countries","Sub-Sahara Africa","8",0.063834
"1331","Advanced Economies","Advanced Economies","8",0.073607
"1332","Emerging Market Economies","Emerging and Developing Asia","8",0.008969
"1333","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","8",0.231839
"1334","Emerging Market Economies","Latin America and the Caribbean","8",0.006024
"1335","Advanced Economies","Advanced Economies","8",0.040734
"1336","Advanced Economies","Advanced Economies","8",0.004959
"1337","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.028254
"1338","Advanced Economies","Advanced Economies","8",0.004817
"1339","Low Income Developing Countries","Caucasus and Central Asia","8",0.011265
"1340","Low Income Developing Countries","Sub-Sahara Africa","8",0.163546
"1341","Emerging Market Economies","Emerging and Developing Asia","8",0.059866
"1342","Low Income Developing Countries","Emerging and Developing Asia","8",0.001274
"1343","Low Income Developing Countries","Sub-Sahara Africa","8",0.004931
"1344","Emerging Market Economies","Emerging and Developing Asia","8",9.4e-05
"1345","Emerging Market Economies","Latin America and the Caribbean","8",0.000807
"1346","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.015134
"1347","Emerging Market Economies","Emerging and Developing Europe","8",0.081332
"1348","Emerging Market Economies","Caucasus and Central Asia","8",0
"1349","Low Income Developing Countries","Sub-Sahara Africa","8",0.021835
"1350","Emerging Market Economies","Emerging and Developing Europe","8",0.086118
"1351","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.001138
"1352","Advanced Economies","Advanced Economies","8",0.033124
"1353","Advanced Economies","Advanced Economies","8",0.843788
"1354","Emerging Market Economies","Latin America and the Caribbean","8",0.022875
"1355","Low Income Developing Countries","Caucasus and Central Asia","8",0.025215
"1356","Emerging Market Economies","Emerging and Developing Asia","8",0.001577
"1357","Emerging Market Economies","Latin America and the Caribbean","8",0.088933
"1358","Low Income Developing Countries","Emerging and Developing Asia","8",0.054418
"1359","Low Income Developing Countries","Sub-Sahara Africa","8",0.107139
"1360","Low Income Developing Countries","Sub-Sahara Africa","8",0.062535
"1361","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","9",0.111367
"1362","Emerging Market Economies","Emerging and Developing Europe","9",0.003499
"1363","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.110655
"1364","Emerging Market Economies","Sub-Sahara Africa","9",0.182804
"1365","Emerging Market Economies","Latin America and the Caribbean","9",0.387299
"1366","Emerging Market Economies","Caucasus and Central Asia","9",0.005132
"1367","Advanced Economies","Advanced Economies","9",1.046892
"1368","Advanced Economies","Advanced Economies","9",0.013049
"1369","Emerging Market Economies","Caucasus and Central Asia","9",0.011286
"1370","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0
"1371","Low Income Developing Countries","Emerging and Developing Asia","9",0.016252
"1372","Emerging Market Economies","Latin America and the Caribbean","9",3.6e-05
"1373","Emerging Market Economies","Emerging and Developing Europe","9",0.020254
"1374","Advanced Economies","Advanced Economies","9",0.004197
"1375","Emerging Market Economies","Latin America and the Caribbean","9",0.004605
"1376","Low Income Developing Countries","Sub-Sahara Africa","9",0.025018
"1377","Low Income Developing Countries","Emerging and Developing Asia","9",0.007736
"1378","Emerging Market Economies","Latin America and the Caribbean","9",0.210736
"1379","Emerging Market Economies","Emerging and Developing Europe","9",0.00733
"1380","Emerging Market Economies","Sub-Sahara Africa","9",0.137868
"1381","Emerging Market Economies","Latin America and the Caribbean","9",1.118441
"1382","Emerging Market Economies","Emerging and Developing Asia","9",0.001219
"1383","Emerging Market Economies","Emerging and Developing Europe","9",0.010559
"1384","Low Income Developing Countries","Sub-Sahara Africa","9",0.032629
"1385","Low Income Developing Countries","Sub-Sahara Africa","9",0.003445
"1386","Emerging Market Economies","Sub-Sahara Africa","9",0.000864
"1387","Low Income Developing Countries","Emerging and Developing Asia","9",0.036857
"1388","Low Income Developing Countries","Sub-Sahara Africa","9",0.094229
"1389","Advanced Economies","Advanced Economies","9",2.0309
"1390","Low Income Developing Countries","Sub-Sahara Africa","9",0.206211
"1391","Emerging Market Economies","Latin America and the Caribbean","9",0.123601
"1392","Emerging Market Economies","Emerging and Developing Asia","9",1.199079
"1393","Emerging Market Economies","Latin America and the Caribbean","9",0.098187
"1394","Low Income Developing Countries","Sub-Sahara Africa","9",0.417783
"1395","Low Income Developing Countries","Sub-Sahara Africa","9",0.064902
"1396","Emerging Market Economies","Latin America and the Caribbean","9",0.008298
"1397","Low Income Developing Countries","Sub-Sahara Africa","9",0.047842
"1398","Emerging Market Economies","Emerging and Developing Europe","9",0.009802
"1399","Advanced Economies","Advanced Economies","9",0
"1400","Advanced Economies","Advanced Economies","9",0.013815
"1401","Advanced Economies","Advanced Economies","9",0.006152
"1402","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","9",0.002085
"1403","Emerging Market Economies","Latin America and the Caribbean","9",0.000123
"1404","Emerging Market Economies","Latin America and the Caribbean","9",0.004821
"1405","Emerging Market Economies","Latin America and the Caribbean","9",0.03918
"1406","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.19951
"1407","Emerging Market Economies","Latin America and the Caribbean","9",0.002174
"1408","Advanced Economies","Advanced Economies","9",0.005423
"1409","Emerging Market Economies","Sub-Sahara Africa","9",0.002163
"1410","Low Income Developing Countries","Sub-Sahara Africa","9",0.242392
"1411","Emerging Market Economies","Emerging and Developing Asia","9",0.002741
"1412","Advanced Economies","Advanced Economies","9",0.024022
"1413","Advanced Economies","Advanced Economies","9",0.059222
"1414","Emerging Market Economies","Sub-Sahara Africa","9",0.030905
"1415","Low Income Developing Countries","Sub-Sahara Africa","9",0.00107
"1416","Emerging Market Economies","Caucasus and Central Asia","9",0.010953
"1417","Advanced Economies","Advanced Economies","9",0.053278
"1418","Low Income Developing Countries","Sub-Sahara Africa","9",0.041708
"1419","Advanced Economies","Advanced Economies","9",0.015553
"1420","Emerging Market Economies","Latin America and the Caribbean","9",2.4e-05
"1421","Emerging Market Economies","Latin America and the Caribbean","9",0.014919
"1422","Low Income Developing Countries","Sub-Sahara Africa","9",0.02755
"1423","Emerging Market Economies","Latin America and the Caribbean","9",0.034427
"1424","Low Income Developing Countries","Latin America and the Caribbean","9",0.003366
"1425","Low Income Developing Countries","Latin America and the Caribbean","9",0.010034
"1426","Advanced Economies","Advanced Economies","9",0.000259
"1427","Emerging Market Economies","Emerging and Developing Europe","9",0.010022
"1428","Advanced Economies","Advanced Economies","9",0.010679
"1429","Emerging Market Economies","Emerging and Developing Asia","9",0.44585
"1430","Emerging Market Economies","Emerging and Developing Asia","9",0.336777
"1431","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.340049
"1432","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.066111
"1433","Advanced Economies","Advanced Economies","9",0.012759
"1434","Advanced Economies","Advanced Economies","9",0.014511
"1435","Advanced Economies","Advanced Economies","9",0.036087
"1436","Emerging Market Economies","Latin America and the Caribbean","9",0.000737
"1437","Advanced Economies","Advanced Economies","9",0.05531
"1438","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.00304
"1439","Emerging Market Economies","Caucasus and Central Asia","9",0.385722
"1440","Low Income Developing Countries","Sub-Sahara Africa","9",0.129494
"1441","Advanced Economies","Advanced Economies","9",0.016408
"1442","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.004617
"1443","Low Income Developing Countries","Caucasus and Central Asia","9",0.032643
"1444","Low Income Developing Countries","Emerging and Developing Asia","9",0.034461
"1445","Advanced Economies","Advanced Economies","9",0.007629
"1446","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.001111
"1447","Low Income Developing Countries","Sub-Sahara Africa","9",0.004169
"1448","Low Income Developing Countries","Sub-Sahara Africa","9",0.011714
"1449","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.204816
"1450","Advanced Economies","Advanced Economies","9",0.007167
"1451","Advanced Economies","Advanced Economies","9",7.4e-05
"1452","Low Income Developing Countries","Sub-Sahara Africa","9",0.092769
"1453","Low Income Developing Countries","Sub-Sahara Africa","9",0.014578
"1454","Emerging Market Economies","Emerging and Developing Asia","9",0.049396
"1455","Low Income Developing Countries","Sub-Sahara Africa","9",0.240795
"1456","Advanced Economies","Advanced Economies","9",5.2e-05
"1457","Emerging Market Economies","Sub-Sahara Africa","9",0.000246
"1458","Emerging Market Economies","Latin America and the Caribbean","9",0.490759
"1459","Low Income Developing Countries","Emerging and Developing Europe","9",0.00403
"1460","Emerging Market Economies","Emerging and Developing Asia","9",0.220837
"1461","Emerging Market Economies","Emerging and Developing Europe","9",0.001118
"1462","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.113637
"1463","Low Income Developing Countries","Sub-Sahara Africa","9",0.099764
"1464","Low Income Developing Countries","Emerging and Developing Asia","9",0.121537
"1465","Emerging Market Economies","Sub-Sahara Africa","9",0.186494
"1466","Low Income Developing Countries","Emerging and Developing Asia","9",0.012324
"1467","Advanced Economies","Advanced Economies","9",0.005762
"1468","Advanced Economies","Advanced Economies","9",0.068818
"1469","Low Income Developing Countries","Latin America and the Caribbean","9",0.032567
"1470","Low Income Developing Countries","Sub-Sahara Africa","9",0.210483
"1471","Low Income Developing Countries","Sub-Sahara Africa","9",0.189165
"1472","Advanced Economies","Advanced Economies","9",0.082891
"1473","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.056838
"1474","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.125526
"1475","Emerging Market Economies","Latin America and the Caribbean","9",0.008305
"1476","Low Income Developing Countries","Emerging and Developing Asia","9",0.077855
"1477","Emerging Market Economies","Latin America and the Caribbean","9",0.034496
"1478","Emerging Market Economies","Latin America and the Caribbean","9",0.273144
"1479","Emerging Market Economies","Emerging and Developing Asia","9",0.051891
"1480","Emerging Market Economies","Emerging and Developing Europe","9",0.044916
"1481","Advanced Economies","Advanced Economies","9",0.016995
"1482","Advanced Economies","Advanced Economies","9",0.001071
"1483","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.002553
"1484","Emerging Market Economies","Emerging and Developing Europe","9",0.030401
"1485","Emerging Market Economies","Emerging and Developing Europe","9",1.968762
"1486","Low Income Developing Countries","Sub-Sahara Africa","9",0.003555
"1487","Emerging Market Economies","Emerging and Developing Asia","9",0.000437
"1488","Advanced Economies","Advanced Economies","9",8e-06
"1489","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.116952
"1490","Low Income Developing Countries","Sub-Sahara Africa","9",0.042268
"1491","Emerging Market Economies","Emerging and Developing Europe","9",0.010365
"1492","Emerging Market Economies","Sub-Sahara Africa","9",6e-05
"1493","Low Income Developing Countries","Sub-Sahara Africa","9",0.003657
"1494","Advanced Economies","Advanced Economies","9",0
"1495","Advanced Economies","Advanced Economies","9",0.006538
"1496","Advanced Economies","Advanced Economies","9",0.003042
"1497","Low Income Developing Countries","Emerging and Developing Asia","9",0.006634
"1498","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","9",0.08022
"1499","Emerging Market Economies","Sub-Sahara Africa","9",0.172692
"1500","Low Income Developing Countries","Sub-Sahara Africa","9",0.052441
"1501","Advanced Economies","Advanced Economies","9",0.053436
"1502","Emerging Market Economies","Emerging and Developing Asia","9",0.012606
"1503","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","9",0.191905
"1504","Emerging Market Economies","Latin America and the Caribbean","9",0.047546
"1505","Advanced Economies","Advanced Economies","9",0.068077
"1506","Advanced Economies","Advanced Economies","9",0.007904
"1507","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.04739
"1508","Advanced Economies","Advanced Economies","9",0.006207
"1509","Low Income Developing Countries","Caucasus and Central Asia","9",0.021983
"1510","Low Income Developing Countries","Sub-Sahara Africa","9",0.311491
"1511","Emerging Market Economies","Emerging and Developing Asia","9",0.074568
"1512","Low Income Developing Countries","Emerging and Developing Asia","9",0.00175
"1513","Low Income Developing Countries","Sub-Sahara Africa","9",0.00549
"1514","Emerging Market Economies","Emerging and Developing Asia","9",0
"1515","Emerging Market Economies","Latin America and the Caribbean","9",0.000615
"1516","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.020534
"1517","Emerging Market Economies","Emerging and Developing Europe","9",0.089852
"1518","Emerging Market Economies","Caucasus and Central Asia","9",0.098851
"1519","Low Income Developing Countries","Sub-Sahara Africa","9",0.036064
"1520","Emerging Market Economies","Emerging and Developing Europe","9",0.083105
"1521","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","9",0.030474
"1522","Advanced Economies","Advanced Economies","9",0.038217
"1523","Advanced Economies","Advanced Economies","9",1.402234
"1524","Emerging Market Economies","Latin America and the Caribbean","9",0.019198
"1525","Low Income Developing Countries","Caucasus and Central Asia","9",0.053321
"1526","Emerging Market Economies","Emerging and Developing Asia","9",0.002367
"1527","Emerging Market Economies","Latin America and the Caribbean","9",0.189915
"1528","Low Income Developing Countries","Emerging and Developing Asia","9",0.065066
"1529","Low Income Developing Countries","Sub-Sahara Africa","9",0.106492
"1530","Low Income Developing Countries","Sub-Sahara Africa","9",0.051811
"1531","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","10",0.197472
"1532","Emerging Market Economies","Emerging and Developing Europe","10",0.00366
"1533","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",2.021722
"1534","Emerging Market Economies","Sub-Sahara Africa","10",0.334375
"1535","Emerging Market Economies","Latin America and the Caribbean","10",0.742582
"1536","Emerging Market Economies","Caucasus and Central Asia","10",0.00681
"1537","Advanced Economies","Advanced Economies","10",5.032896
"1538","Advanced Economies","Advanced Economies","10",0.020871
"1539","Emerging Market Economies","Caucasus and Central Asia","10",0.011358
"1540","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.000401
"1541","Low Income Developing Countries","Emerging and Developing Asia","10",0.026783
"1542","Emerging Market Economies","Latin America and the Caribbean","10",5.8e-05
"1543","Emerging Market Economies","Emerging and Developing Europe","10",0.024372
"1544","Advanced Economies","Advanced Economies","10",0.005704
"1545","Emerging Market Economies","Latin America and the Caribbean","10",0.004399
"1546","Low Income Developing Countries","Sub-Sahara Africa","10",0.036871
"1547","Low Income Developing Countries","Emerging and Developing Asia","10",0.012429
"1548","Emerging Market Economies","Latin America and the Caribbean","10",0.445237
"1549","Emerging Market Economies","Emerging and Developing Europe","10",0.006987
"1550","Emerging Market Economies","Sub-Sahara Africa","10",0.145005
"1551","Emerging Market Economies","Latin America and the Caribbean","10",4.574191
"1552","Emerging Market Economies","Emerging and Developing Asia","10",0.002107
"1553","Emerging Market Economies","Emerging and Developing Europe","10",0.011383
"1554","Low Income Developing Countries","Sub-Sahara Africa","10",0.043415
"1555","Low Income Developing Countries","Sub-Sahara Africa","10",0.005214
"1556","Emerging Market Economies","Sub-Sahara Africa","10",0.001188
"1557","Low Income Developing Countries","Emerging and Developing Asia","10",0.047421
"1558","Low Income Developing Countries","Sub-Sahara Africa","10",0.122743
"1559","Advanced Economies","Advanced Economies","10",6.961605
"1560","Low Income Developing Countries","Sub-Sahara Africa","10",0.618853
"1561","Emerging Market Economies","Latin America and the Caribbean","10",0.148241
"1562","Emerging Market Economies","Emerging and Developing Asia","10",4.640569
"1563","Emerging Market Economies","Latin America and the Caribbean","10",0.647012
"1564","Low Income Developing Countries","Sub-Sahara Africa","10",0.574339
"1565","Low Income Developing Countries","Sub-Sahara Africa","10",0.026559
"1566","Emerging Market Economies","Latin America and the Caribbean","10",0.012869
"1567","Low Income Developing Countries","Sub-Sahara Africa","10",0.051885
"1568","Emerging Market Economies","Emerging and Developing Europe","10",0.011169
"1569","Advanced Economies","Advanced Economies","10",0.001367
"1570","Advanced Economies","Advanced Economies","10",0.014116
"1571","Advanced Economies","Advanced Economies","10",0.00687
"1572","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","10",0.00581
"1573","Emerging Market Economies","Latin America and the Caribbean","10",3.4e-05
"1574","Emerging Market Economies","Latin America and the Caribbean","10",0.008976
"1575","Emerging Market Economies","Latin America and the Caribbean","10",0.082909
"1576","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.741418
"1577","Emerging Market Economies","Latin America and the Caribbean","10",0.002541
"1578","Advanced Economies","Advanced Economies","10",0.007333
"1579","Emerging Market Economies","Sub-Sahara Africa","10",0.002948
"1580","Low Income Developing Countries","Sub-Sahara Africa","10",0.258727
"1581","Emerging Market Economies","Emerging and Developing Asia","10",0.001872
"1582","Advanced Economies","Advanced Economies","10",0.142684
"1583","Advanced Economies","Advanced Economies","10",0.063748
"1584","Emerging Market Economies","Sub-Sahara Africa","10",0.028721
"1585","Low Income Developing Countries","Sub-Sahara Africa","10",0.001122
"1586","Emerging Market Economies","Caucasus and Central Asia","10",0.012693
"1587","Advanced Economies","Advanced Economies","10",0.080994
"1588","Low Income Developing Countries","Sub-Sahara Africa","10",0.071958
"1589","Advanced Economies","Advanced Economies","10",0.009858
"1590","Emerging Market Economies","Latin America and the Caribbean","10",3.6e-05
"1591","Emerging Market Economies","Latin America and the Caribbean","10",0.051169
"1592","Low Income Developing Countries","Sub-Sahara Africa","10",0.044428
"1593","Emerging Market Economies","Latin America and the Caribbean","10",0.142491
"1594","Low Income Developing Countries","Latin America and the Caribbean","10",0.002816
"1595","Low Income Developing Countries","Latin America and the Caribbean","10",0.041145
"1596","Advanced Economies","Advanced Economies","10",0.000312
"1597","Emerging Market Economies","Emerging and Developing Europe","10",0.009089
"1598","Advanced Economies","Advanced Economies","10",0.027277
"1599","Emerging Market Economies","Emerging and Developing Asia","10",0.445129
"1600","Emerging Market Economies","Emerging and Developing Asia","10",0.714036
"1601","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.362087
"1602","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.197803
"1603","Advanced Economies","Advanced Economies","10",0.009705
"1604","Advanced Economies","Advanced Economies","10",0.001235
"1605","Advanced Economies","Advanced Economies","10",0.03906
"1606","Emerging Market Economies","Latin America and the Caribbean","10",0.001712
"1607","Advanced Economies","Advanced Economies","10",0.072376
"1608","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.06861
"1609","Emerging Market Economies","Caucasus and Central Asia","10",0.676332
"1610","Low Income Developing Countries","Sub-Sahara Africa","10",0.323765
"1611","Advanced Economies","Advanced Economies","10",0.021806
"1612","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.012362
"1613","Low Income Developing Countries","Caucasus and Central Asia","10",0.038052
"1614","Low Income Developing Countries","Emerging and Developing Asia","10",0.038189
"1615","Advanced Economies","Advanced Economies","10",0.007179
"1616","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.001117
"1617","Low Income Developing Countries","Sub-Sahara Africa","10",0.004832
"1618","Low Income Developing Countries","Sub-Sahara Africa","10",0.016471
"1619","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.750198
"1620","Advanced Economies","Advanced Economies","10",0.008811
"1621","Advanced Economies","Advanced Economies","10",0.000592
"1622","Low Income Developing Countries","Sub-Sahara Africa","10",0.119297
"1623","Low Income Developing Countries","Sub-Sahara Africa","10",0.035399
"1624","Emerging Market Economies","Emerging and Developing Asia","10",0.114934
"1625","Low Income Developing Countries","Sub-Sahara Africa","10",0.540979
"1626","Advanced Economies","Advanced Economies","10",8e-06
"1627","Emerging Market Economies","Sub-Sahara Africa","10",3.2e-05
"1628","Emerging Market Economies","Latin America and the Caribbean","10",0.540879
"1629","Low Income Developing Countries","Emerging and Developing Europe","10",0.003666
"1630","Emerging Market Economies","Emerging and Developing Asia","10",0.402869
"1631","Emerging Market Economies","Emerging and Developing Europe","10",0.001877
"1632","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.105602
"1633","Low Income Developing Countries","Sub-Sahara Africa","10",0.160012
"1634","Low Income Developing Countries","Emerging and Developing Asia","10",0.125769
"1635","Emerging Market Economies","Sub-Sahara Africa","10",0.33887
"1636","Low Income Developing Countries","Emerging and Developing Asia","10",0.029616
"1637","Advanced Economies","Advanced Economies","10",0.010381
"1638","Advanced Economies","Advanced Economies","10",0.000798
"1639","Low Income Developing Countries","Latin America and the Caribbean","10",0.043868
"1640","Low Income Developing Countries","Sub-Sahara Africa","10",0.74745
"1641","Low Income Developing Countries","Sub-Sahara Africa","10",0.304168
"1642","Advanced Economies","Advanced Economies","10",0.015715
"1643","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.182021
"1644","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.286887
"1645","Emerging Market Economies","Latin America and the Caribbean","10",0.020296
"1646","Low Income Developing Countries","Emerging and Developing Asia","10",0.195223
"1647","Emerging Market Economies","Latin America and the Caribbean","10",0.257218
"1648","Emerging Market Economies","Latin America and the Caribbean","10",0.463638
"1649","Emerging Market Economies","Emerging and Developing Asia","10",0.058123
"1650","Emerging Market Economies","Emerging and Developing Europe","10",0.052082
"1651","Advanced Economies","Advanced Economies","10",0.018497
"1652","Advanced Economies","Advanced Economies","10",0.001148
"1653","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.000884
"1654","Emerging Market Economies","Emerging and Developing Europe","10",0.045123
"1655","Emerging Market Economies","Emerging and Developing Europe","10",11.194841
"1656","Low Income Developing Countries","Sub-Sahara Africa","10",0.004098
"1657","Emerging Market Economies","Emerging and Developing Asia","10",0.000818
"1658","Advanced Economies","Advanced Economies","10",5e-06
"1659","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.238671
"1660","Low Income Developing Countries","Sub-Sahara Africa","10",0.046559
"1661","Emerging Market Economies","Emerging and Developing Europe","10",0.010104
"1662","Emerging Market Economies","Sub-Sahara Africa","10",0.000222
"1663","Low Income Developing Countries","Sub-Sahara Africa","10",0.019354
"1664","Advanced Economies","Advanced Economies","10",0.000216
"1665","Advanced Economies","Advanced Economies","10",0.005208
"1666","Advanced Economies","Advanced Economies","10",0.002767
"1667","Low Income Developing Countries","Emerging and Developing Asia","10",0.001217
"1668","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","10",0.11713
"1669","Emerging Market Economies","Sub-Sahara Africa","10",0.467532
"1670","Low Income Developing Countries","Sub-Sahara Africa","10",0.165327
"1671","Advanced Economies","Advanced Economies","10",0.05791
"1672","Emerging Market Economies","Emerging and Developing Asia","10",0.017009
"1673","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","10",0.790787
"1674","Emerging Market Economies","Latin America and the Caribbean","10",0.071894
"1675","Advanced Economies","Advanced Economies","10",0.189025
"1676","Advanced Economies","Advanced Economies","10",0.009543
"1677","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.059754
"1678","Advanced Economies","Advanced Economies","10",0.008093
"1679","Low Income Developing Countries","Caucasus and Central Asia","10",0.062208
"1680","Low Income Developing Countries","Sub-Sahara Africa","10",0.092351
"1681","Emerging Market Economies","Emerging and Developing Asia","10",0.115221
"1682","Low Income Developing Countries","Emerging and Developing Asia","10",0.002273
"1683","Low Income Developing Countries","Sub-Sahara Africa","10",0.01461
"1684","Emerging Market Economies","Emerging and Developing Asia","10",2.3e-05
"1685","Emerging Market Economies","Latin America and the Caribbean","10",0.001718
"1686","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.077112
"1687","Emerging Market Economies","Emerging and Developing Europe","10",0.097697
"1688","Emerging Market Economies","Caucasus and Central Asia","10",0.133922
"1689","Low Income Developing Countries","Sub-Sahara Africa","10",0.086671
"1690","Emerging Market Economies","Emerging and Developing Europe","10",0.087853
"1691","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",0.035137
"1692","Advanced Economies","Advanced Economies","10",0.112421
"1693","Advanced Economies","Advanced Economies","10",3.237043
"1694","Emerging Market Economies","Latin America and the Caribbean","10",0.022107
"1695","Low Income Developing Countries","Caucasus and Central Asia","10",0.284994
"1696","Emerging Market Economies","Emerging and Developing Asia","10",0.002937
"1697","Emerging Market Economies","Latin America and the Caribbean","10",0.444931
"1698","Low Income Developing Countries","Emerging and Developing Asia","10",0.07392
"1699","Low Income Developing Countries","Sub-Sahara Africa","10",0.162796
"1700","Low Income Developing Countries","Sub-Sahara Africa","10",0.077392
